Date,Open,High,Low,Close,Adj Close,Volume
1994-05-04,10.000000,10.000000,10.000000,10.000000,6.030338,0
1994-05-05,10.080000,10.080000,10.080000,10.080000,6.078581,0
1994-05-06,10.100000,10.100000,10.100000,10.100000,6.090641,0
1994-05-09,9.880000,9.880000,9.880000,9.880000,5.957973,0
1994-05-10,10.040000,10.040000,10.040000,10.040000,6.054460,0
1994-05-11,10.090000,10.090000,10.090000,10.090000,6.084611,0
1994-05-12,10.140000,10.140000,10.140000,10.140000,6.114764,0
1994-05-13,10.220000,10.220000,10.220000,10.220000,6.163005,0
1994-05-16,10.250000,10.250000,10.250000,10.250000,6.181097,0
1994-05-17,10.300000,10.300000,10.300000,10.300000,6.211247,0
1994-05-18,10.610000,10.610000,10.610000,10.610000,6.398189,0
1994-05-19,10.770000,10.770000,10.770000,10.770000,6.494673,0
1994-05-20,10.890000,10.890000,10.890000,10.890000,6.567039,0
1994-05-23,10.910000,10.910000,10.910000,10.910000,6.579096,0
1994-05-24,10.930000,10.930000,10.930000,10.930000,6.591158,0
1994-05-25,10.990000,10.990000,10.990000,10.990000,6.627341,0
1994-05-26,11.010000,11.010000,11.010000,11.010000,6.639402,0
1994-05-27,11.020000,11.020000,11.020000,11.020000,6.645432,0
1994-05-31,11.050000,11.050000,11.050000,11.050000,6.663523,0
1994-06-01,11.000000,11.000000,11.000000,11.000000,6.633372,0
1994-06-02,10.860000,10.860000,10.860000,10.860000,6.548947,0
1994-06-03,10.930000,10.930000,10.930000,10.930000,6.591158,0
1994-06-06,11.090000,11.090000,11.090000,11.090000,6.687647,0
1994-06-07,11.040000,11.040000,11.040000,11.040000,6.657492,0
1994-06-08,10.950000,10.950000,10.950000,10.950000,6.603220,0
1994-06-09,10.940000,10.940000,10.940000,10.940000,6.597189,0
1994-06-10,10.990000,10.990000,10.990000,10.990000,6.627341,0
1994-06-13,10.900000,10.900000,10.900000,10.900000,6.573068,0
1994-06-14,10.910000,10.910000,10.910000,10.910000,6.579096,0
1994-06-15,10.920000,10.920000,10.920000,10.920000,6.585129,0
1994-06-16,10.880000,10.880000,10.880000,10.880000,6.561007,0
1994-06-17,10.930000,10.930000,10.930000,10.930000,6.591158,0
1994-06-20,10.830000,10.830000,10.830000,10.830000,6.530858,0
1994-06-21,10.660000,10.660000,10.660000,10.660000,6.428341,0
1994-06-22,10.650000,10.650000,10.650000,10.650000,6.422308,0
1994-06-23,10.560000,10.560000,10.560000,10.560000,6.368037,0
1994-06-24,10.480000,10.480000,10.480000,10.480000,6.319793,0
1994-06-27,10.470000,10.470000,10.470000,10.470000,6.313765,0
1994-06-28,10.500000,10.500000,10.500000,10.500000,6.331854,0
1994-06-29,10.610000,10.610000,10.610000,10.610000,6.398189,0
1994-06-30,10.570000,10.570000,10.570000,10.570000,6.374068,0
1994-07-01,10.520000,10.520000,10.520000,10.520000,6.343914,0
1994-07-05,10.570000,10.570000,10.570000,10.570000,6.374068,0
1994-07-06,10.650000,10.650000,10.650000,10.650000,6.422308,0
1994-07-07,10.740000,10.740000,10.740000,10.740000,6.476583,0
1994-07-08,10.740000,10.740000,10.740000,10.740000,6.476583,0
