Date,Open,High,Low,Close,Adj Close,Volume
1990-06-18,9.990000,9.990000,9.990000,9.990000,5.965221,0
1990-06-19,9.890000,9.890000,9.890000,9.890000,5.905509,0
1990-06-20,9.910000,9.910000,9.910000,9.910000,5.917451,0
1990-06-21,9.860000,9.860000,9.860000,9.860000,5.887594,0
1990-06-22,9.780000,9.780000,9.780000,9.780000,5.839825,0
1990-06-25,9.600000,9.600000,9.600000,9.600000,5.732344,0
1990-06-26,9.720000,9.720000,9.720000,9.720000,5.804000,0
1990-06-27,9.910000,9.910000,9.910000,9.910000,5.917451,0
1990-06-28,9.930000,9.930000,9.930000,9.930000,5.929395,0
1990-06-29,9.940000,9.940000,9.940000,9.940000,5.935365,0
1990-07-02,10.040000,10.040000,10.040000,10.040000,5.995079,0
1990-07-03,10.050000,10.050000,10.050000,10.050000,6.001050,0
1990-07-05,10.110000,10.110000,10.110000,10.110000,6.036875,0
1990-07-06,10.060000,10.060000,10.060000,10.060000,6.007020,0
1990-07-09,10.090000,10.090000,10.090000,10.090000,6.024933,0
1990-07-10,10.160000,10.160000,10.160000,10.160000,6.066732,0
1990-07-11,10.220000,10.220000,10.220000,10.220000,6.102561,0
1990-07-12,10.290000,10.290000,10.290000,10.290000,6.144357,0
1990-07-13,10.310000,10.310000,10.310000,10.310000,6.156301,0
1990-07-16,10.450000,10.450000,10.450000,10.450000,6.239895,0
1990-07-17,10.500000,10.500000,10.500000,10.500000,6.269751,0
1990-07-18,10.480000,10.480000,10.480000,10.480000,6.257810,0
1990-07-19,10.460000,10.460000,10.460000,10.460000,6.245865,0
1990-07-20,10.260000,10.260000,10.260000,10.260000,6.126443,0
1990-07-23,10.180000,10.180000,10.180000,10.180000,6.078673,0
1990-07-24,10.030000,10.030000,10.030000,10.030000,5.989104,0
1990-07-25,9.960000,9.960000,9.960000,9.960000,5.947308,0
1990-07-26,9.770000,9.770000,9.770000,9.770000,5.833854,0
1990-07-27,9.730000,9.730000,9.730000,9.730000,5.809971,0
1990-07-30,9.710000,9.710000,9.710000,9.710000,5.798028,0
1990-07-31,9.950000,9.950000,9.950000,9.950000,5.941335,0
1990-08-01,9.830000,9.830000,9.830000,9.830000,5.869684,0
1990-08-02,9.610000,9.610000,9.610000,9.610000,5.738317,0
1990-08-03,9.360000,9.360000,9.360000,9.360000,5.589038,0
1990-08-06,9.060000,9.060000,9.060000,9.060000,5.409901,0
1990-08-07,8.880000,8.880000,8.880000,8.880000,5.302417,0
1990-08-08,9.140000,9.140000,9.140000,9.140000,5.457670,0
1990-08-09,8.990000,8.990000,8.990000,8.990000,5.368101,0
1990-08-10,8.920000,8.920000,8.920000,8.920000,5.326303,0
1990-08-13,8.690000,8.690000,8.690000,8.690000,5.188966,0
1990-08-14,8.900000,8.900000,8.900000,8.900000,5.314359,0
1990-08-15,9.310000,9.310000,9.310000,9.310000,5.559181,0
1990-08-16,9.110000,9.110000,9.110000,9.110000,5.439756,0
1990-08-17,8.990000,8.990000,8.990000,8.990000,5.368101,0
1990-08-20,9.000000,9.000000,9.000000,9.000000,5.374074,0
1990-08-21,8.920000,8.920000,8.920000,8.920000,5.326303,0
1990-08-22,8.660000,8.660000,8.660000,8.660000,5.171051,0
1990-08-23,8.220000,8.220000,8.220000,8.220000,4.908320,0
1990-08-24,8.340000,8.340000,8.340000,8.340000,4.979972,0
1990-08-27,8.740000,8.740000,8.740000,8.740000,5.218822,0
1990-08-28,8.950000,8.950000,8.950000,8.950000,5.344217,0
1990-08-29,8.750000,8.750000,8.750000,8.750000,5.224792,0
1990-08-30,8.900000,8.900000,8.900000,8.900000,5.314359,0
1990-08-31,8.970000,8.970000,8.970000,8.970000,5.356160,0
1990-09-04,8.700000,8.700000,8.700000,8.700000,5.194937,0
1990-09-05,8.590000,8.590000,8.590000,8.590000,5.129253,0
1990-09-06,8.620000,8.620000,8.620000,8.620000,5.147168,0
1990-09-07,8.680000,8.680000,8.680000,8.680000,5.182995,0
1990-09-10,8.890000,8.890000,8.890000,8.890000,5.308390,0
1990-09-11,8.800000,8.800000,8.800000,8.800000,5.254648,0
1990-09-12,9.130000,9.130000,9.130000,9.130000,5.451700,0
1990-09-13,9.140000,9.140000,9.140000,9.140000,5.457670,0
1990-09-14,9.050000,9.050000,9.050000,9.050000,5.403930,0
1990-09-17,8.900000,8.900000,8.900000,8.900000,5.314359,0
1990-09-18,8.640000,8.640000,8.640000,8.640000,5.159111,0
1990-09-19,8.570000,8.570000,8.570000,8.570000,5.117312,0
1990-09-20,8.400000,8.400000,8.400000,8.400000,5.015801,0
1990-09-21,8.470000,8.470000,8.470000,8.470000,5.057600,0
1990-09-24,8.450000,8.450000,8.450000,8.450000,5.045657,0
1990-09-25,8.240000,8.240000,8.240000,8.240000,4.920262,0
1990-09-26,7.930000,7.930000,7.930000,7.930000,4.735157,0
1990-09-27,7.770000,7.770000,7.770000,7.770000,4.639616,0
1990-09-28,7.620000,7.620000,7.620000,7.620000,4.550047,0
1990-10-01,7.540000,7.540000,7.540000,7.540000,4.502279,0
1990-10-02,8.280000,8.280000,8.280000,8.280000,4.944147,0
1990-10-03,8.270000,8.270000,8.270000,8.270000,4.938176,0
1990-10-04,8.230000,8.230000,8.230000,8.230000,4.914291,0
1990-10-05,8.450000,8.450000,8.450000,8.450000,5.045657,0
1990-10-08,8.780000,8.780000,8.780000,8.780000,5.242707,0
1990-10-09,8.770000,8.770000,8.770000,8.770000,5.236736,0
