Date,Open,High,Low,Close,Adj Close,Volume
12/10/1992,10.91,10.91,10.91,10.91,6.721802,0
12/11/1992,10.89,10.89,10.89,10.89,6.709475,0
12/14/1992,10.87,10.87,10.87,10.87,6.697155,0
12/15/1992,10.86,10.86,10.86,10.86,6.690994,0
12/16/1992,10.82,10.82,10.82,10.82,6.66635,0
12/17/1992,10.92,10.92,10.92,10.92,6.727962,0
12/18/1992,11.04,11.04,11.04,11.04,6.801895,0
12/21/1992,11.03,11.03,11.03,11.03,6.795734,0
12/22/1992,11.02,11.02,11.02,11.02,6.789571,0
12/23/1992,11.01,11.01,11.01,11.01,6.783412,0
12/24/1992,11.03,11.03,11.03,11.03,6.795734,0
12/28/1992,11.02,11.02,11.02,11.02,6.789571,0
12/29/1992,10.85,10.85,10.85,10.85,6.789571,0
12/30/1992,10.87,10.87,10.87,10.87,6.802093,0
12/31/1992,10.84,10.84,10.84,10.84,6.78332,0
1/4/1993,10.82,10.82,10.82,10.82,6.770799,0
1/5/1993,10.8,10.8,10.8,10.8,6.758285,0
1/6/1993,10.81,10.81,10.81,10.81,6.764545,0
1/7/1993,10.73,10.73,10.73,10.73,6.714482,0
1/8/1993,10.68,10.68,10.68,10.68,6.683195,0
1/11/1993,10.73,10.73,10.73,10.73,6.714482,0
1/12/1993,10.73,10.73,10.73,10.73,6.714482,0
1/13/1993,10.79,10.79,10.79,10.79,6.752028,0
1/14/1993,10.87,10.87,10.87,10.87,6.802093,0
1/15/1993,10.91,10.91,10.91,10.91,6.827119,0
1/18/1993,10.9,10.9,10.9,10.9,6.820861,0
1/19/1993,10.87,10.87,10.87,10.87,6.802093,0
1/20/1993,10.84,10.84,10.84,10.84,6.78332,0
1/21/1993,10.89,10.89,10.89,10.89,6.814604,0
1/22/1993,10.92,10.92,10.92,10.92,6.833376,0
1/25/1993,11.01,11.01,11.01,11.01,6.889699,0
1/26/1993,11.01,11.01,11.01,11.01,6.889699,0
1/27/1993,10.94,10.94,10.94,10.94,6.845897,0
1/28/1993,10.95,10.95,10.95,10.95,6.852151,0
1/29/1993,10.95,10.95,10.95,10.95,6.852151,0
2/1/1993,11.05,11.05,11.05,11.05,6.914729,0
2/2/1993,11.07,11.07,11.07,11.07,6.927245,0
2/3/1993,11.17,11.17,11.17,11.17,6.989819,0
2/4/1993,11.24,11.24,11.24,11.24,7.033624,0
2/5/1993,11.21,11.21,11.21,11.21,7.014851,0
2/8/1993,11.18,11.18,11.18,11.18,6.996079,0
2/9/1993,11.11,11.11,11.11,11.11,6.952273,0
2/10/1993,11.13,11.13,11.13,11.13,6.964788,0
2/11/1993,11.16,11.16,11.16,11.16,6.983562,0
2/12/1993,11.1,11.1,11.1,11.1,6.946016,0
2/16/1993,10.81,10.81,10.81,10.81,6.764545,0
2/17/1993,10.76,10.76,10.76,10.76,6.733259,0
2/18/1993,10.74,10.74,10.74,10.74,6.72074,0
2/19/1993,10.79,10.79,10.79,10.79,6.752028,0
2/22/1993,10.77,10.77,10.77,10.77,6.739514,0
2/23/1993,10.76,10.76,10.76,10.76,6.733259,0
2/24/1993,10.92,10.92,10.92,10.92,6.833376,0
2/25/1993,10.97,10.97,10.97,10.97,6.864668,0
2/26/1993,11,11,11,11,6.883438,0
3/1/1993,10.99,10.99,10.99,10.99,6.877179,0
3/2/1993,11.12,11.12,11.12,11.12,6.958531,0
3/3/1993,11.17,11.17,11.17,11.17,6.989819,0
3/4/1993,11.12,11.12,11.12,11.12,6.958531,0
3/5/1993,11.11,11.11,11.11,11.11,6.952273,0
3/8/1993,11.28,11.28,11.28,11.28,7.058655,0
3/9/1993,11.3,11.3,11.3,11.3,7.07117,0
3/10/1993,11.35,11.35,11.35,11.35,7.102459,0
3/11/1993,11.3,11.3,11.3,11.3,7.07117,0
3/12/1993,11.22,11.22,11.22,11.22,7.021108,0
3/15/1993,11.26,11.26,11.26,11.26,7.046138,0
3/16/1993,11.26,11.26,11.26,11.26,7.046138,0
3/17/1993,11.18,11.18,11.18,11.18,6.996079,0
3/18/1993,11.25,11.25,11.25,11.25,7.039881,0
3/19/1993,11.2,11.2,11.2,11.2,7.008592,0
3/22/1993,11.15,11.15,11.15,11.15,6.977304,0
3/23/1993,11.14,11.14,11.14,11.14,6.971047,0
3/24/1993,11.05,11.05,11.05,11.05,6.952173,0
3/25/1993,11.13,11.13,11.13,11.13,7.002503,0
3/26/1993,11.08,11.08,11.08,11.08,6.971047,0
3/29/1993,11.14,11.14,11.14,11.14,7.008793,0
3/30/1993,11.17,11.17,11.17,11.17,7.027667,0
3/31/1993,11.2,11.2,11.2,11.2,7.046545,0
4/1/1993,11.16,11.16,11.16,11.16,7.02138,0
4/2/1993,10.94,10.94,10.94,10.94,6.882967,0
4/5/1993,10.95,10.95,10.95,10.95,6.889256,0
4/6/1993,10.9,10.9,10.9,10.9,6.857797,0
4/7/1993,10.94,10.94,10.94,10.94,6.882967,0
4/8/1993,10.92,10.92,10.92,10.92,6.87038,0
4/12/1993,11.06,11.06,11.06,11.06,6.958462,0
4/13/1993,11.09,11.09,11.09,11.09,6.977339,0
4/14/1993,11.08,11.08,11.08,11.08,6.971047,0
4/15/1993,11.07,11.07,11.07,11.07,6.964757,0
4/16/1993,11.07,11.07,11.07,11.07,6.964757,0
4/19/1993,11.03,11.03,11.03,11.03,6.939587,0
4/20/1993,10.98,10.98,10.98,10.98,6.908131,0
4/21/1993,10.96,10.96,10.96,10.96,6.895546,0
4/22/1993,10.88,10.88,10.88,10.88,6.845217,0
4/23/1993,10.82,10.82,10.82,10.82,6.807468,0
4/26/1993,10.72,10.72,10.72,10.72,6.74455,0
4/27/1993,10.81,10.81,10.81,10.81,6.801175,0
4/28/1993,10.83,10.83,10.83,10.83,6.813758,0
4/29/1993,10.85,10.85,10.85,10.85,6.826341,0
4/30/1993,10.89,10.89,10.89,10.89,6.851507,0
5/3/1993,10.95,10.95,10.95,10.95,6.889256,0
5/4/1993,11.01,11.01,11.01,11.01,6.927005,0
5/5/1993,11.05,11.05,11.05,11.05,6.952173,0
5/6/1993,11.02,11.02,11.02,11.02,6.933296,0
5/7/1993,11,11,11,11,6.920713,0
5/10/1993,11.03,11.03,11.03,11.03,6.939587,0
5/11/1993,11.06,11.06,11.06,11.06,6.958462,0
5/12/1993,11.07,11.07,11.07,11.07,6.964757,0
5/13/1993,10.94,10.94,10.94,10.94,6.882967,0
5/14/1993,10.94,10.94,10.94,10.94,6.882967,0
5/17/1993,10.96,10.96,10.96,10.96,6.895546,0
5/18/1993,10.96,10.96,10.96,10.96,6.895546,0
5/19/1993,11.13,11.13,11.13,11.13,7.002503,0
5/20/1993,11.21,11.21,11.21,11.21,7.052835,0
5/21/1993,11.11,11.11,11.11,11.11,6.989922,0
5/24/1993,11.15,11.15,11.15,11.15,7.015089,0
5/25/1993,11.18,11.18,11.18,11.18,7.033965,0
5/26/1993,11.29,11.29,11.29,11.29,7.103168,0
5/27/1993,11.27,11.27,11.27,11.27,7.09059,0
5/28/1993,11.22,11.22,11.22,11.22,7.059128,0
6/1/1993,11.31,11.31,11.31,11.31,7.115755,0
6/2/1993,11.32,11.32,11.32,11.32,7.122046,0
6/3/1993,11.29,11.29,11.29,11.29,7.103168,0
6/4/1993,11.23,11.23,11.23,11.23,7.065418,0
6/7/1993,11.16,11.16,11.16,11.16,7.02138,0
6/8/1993,11.08,11.08,11.08,11.08,6.971047,0
6/9/1993,11.1,11.1,11.1,11.1,6.983628,0
6/10/1993,11.09,11.09,11.09,11.09,6.977339,0
6/11/1993,11.13,11.13,11.13,11.13,7.002503,0
6/14/1993,11.15,11.15,11.15,11.15,7.015089,0
6/15/1993,11.13,11.13,11.13,11.13,7.002503,0
6/16/1993,11.15,11.15,11.15,11.15,7.015089,0
6/17/1993,11.18,11.18,11.18,11.18,7.033965,0
6/18/1993,11.07,11.07,11.07,11.07,6.964757,0
6/21/1993,11.12,11.12,11.12,11.12,6.996214,0
6/22/1993,11.1,11.1,11.1,11.1,6.983628,0
6/23/1993,10.99,10.99,10.99,10.99,6.951999,0
6/24/1993,11.07,11.07,11.07,11.07,7.002609,0
6/25/1993,11.11,11.11,11.11,11.11,7.027906,0
6/28/1993,11.23,11.23,11.23,11.23,7.103817,0
6/29/1993,11.21,11.21,11.21,11.21,7.091167,0
6/30/1993,11.22,11.22,11.22,11.22,7.097492,0
7/1/1993,11.19,11.19,11.19,11.19,7.078516,0
7/2/1993,11.14,11.14,11.14,11.14,7.046888,0
7/6/1993,11.05,11.05,11.05,11.05,6.989956,0
7/7/1993,11.07,11.07,11.07,11.07,7.002609,0
7/8/1993,11.19,11.19,11.19,11.19,7.078516,0
7/9/1993,11.2,11.2,11.2,11.2,7.084844,0
7/12/1993,11.22,11.22,11.22,11.22,7.097492,0
7/13/1993,11.21,11.21,11.21,11.21,7.091167,0
7/14/1993,11.26,11.26,11.26,11.26,7.122796,0
7/15/1993,11.23,11.23,11.23,11.23,7.103817,0
7/16/1993,11.15,11.15,11.15,11.15,7.053214,0
7/19/1993,11.14,11.14,11.14,11.14,7.046888,0
7/20/1993,11.17,11.17,11.17,11.17,7.065867,0
7/21/1993,11.16,11.16,11.16,11.16,7.059536,0
7/22/1993,11.09,11.09,11.09,11.09,7.015258,0
7/23/1993,11.15,11.15,11.15,11.15,7.053214,0
7/26/1993,11.21,11.21,11.21,11.21,7.091167,0
7/27/1993,11.18,11.18,11.18,11.18,7.072191,0
7/28/1993,11.17,11.17,11.17,11.17,7.065867,0
7/29/1993,11.24,11.24,11.24,11.24,7.110143,0
7/30/1993,11.19,11.19,11.19,11.19,7.078516,0
8/2/1993,11.24,11.24,11.24,11.24,7.110143,0
8/3/1993,11.24,11.24,11.24,11.24,7.110143,0
8/4/1993,11.24,11.24,11.24,11.24,7.110143,0
8/5/1993,11.23,11.23,11.23,11.23,7.103817,0
8/6/1993,11.25,11.25,11.25,11.25,7.116472,0
8/9/1993,11.3,11.3,11.3,11.3,7.148097,0
8/10/1993,11.28,11.28,11.28,11.28,7.135451,0
8/11/1993,11.3,11.3,11.3,11.3,7.148097,0
8/12/1993,11.27,11.27,11.27,11.27,7.129123,0
8/13/1993,11.29,11.29,11.29,11.29,7.141773,0
8/16/1993,11.35,11.35,11.35,11.35,7.179728,0
8/17/1993,11.39,11.39,11.39,11.39,7.205029,0
8/18/1993,11.45,11.45,11.45,11.45,7.242988,0
8/19/1993,11.46,11.46,11.46,11.46,7.249314,0
8/20/1993,11.45,11.45,11.45,11.45,7.242988,0
8/23/1993,11.44,11.44,11.44,11.44,7.236659,0
8/24/1993,11.54,11.54,11.54,11.54,7.299918,0
8/25/1993,11.54,11.54,11.54,11.54,7.299918,0
8/26/1993,11.56,11.56,11.56,11.56,7.312571,0
8/27/1993,11.55,11.55,11.55,11.55,7.306243,0
8/30/1993,11.58,11.58,11.58,11.58,7.325218,0
8/31/1993,11.63,11.63,11.63,11.63,7.356848,0
9/1/1993,11.63,11.63,11.63,11.63,7.356848,0
9/2/1993,11.61,11.61,11.61,11.61,7.3442,0
9/3/1993,11.62,11.62,11.62,11.62,7.35052,0
9/7/1993,11.53,11.53,11.53,11.53,7.293592,0
9/8/1993,11.46,11.46,11.46,11.46,7.249314,0
9/9/1993,11.5,11.5,11.5,11.5,7.274616,0
9/10/1993,11.6,11.6,11.6,11.6,7.337876,0
9/13/1993,11.61,11.61,11.61,11.61,7.3442,0
9/14/1993,11.54,11.54,11.54,11.54,7.299918,0
9/15/1993,11.58,11.58,11.58,11.58,7.325218,0
9/16/1993,11.55,11.55,11.55,11.55,7.306243,0
9/17/1993,11.54,11.54,11.54,11.54,7.299918,0
9/20/1993,11.47,11.47,11.47,11.47,7.255637,0
9/21/1993,11.41,11.41,11.41,11.41,7.217686,0
9/22/1993,11.44,11.44,11.44,11.44,7.274916,0
9/23/1993,11.5,11.5,11.5,11.5,7.313069,0
9/24/1993,11.51,11.51,11.51,11.51,7.319434,0
9/27/1993,11.6,11.6,11.6,11.6,7.37666,0
9/28/1993,11.61,11.61,11.61,11.61,7.383024,0
9/29/1993,11.59,11.59,11.59,11.59,7.370304,0
9/30/1993,11.57,11.57,11.57,11.57,7.357585,0
10/1/1993,11.62,11.62,11.62,11.62,7.38938,0
10/4/1993,11.62,11.62,11.62,11.62,7.38938,0
10/5/1993,11.61,11.61,11.61,11.61,7.383024,0
10/6/1993,11.61,11.61,11.61,11.61,7.383024,0
10/7/1993,11.58,11.58,11.58,11.58,7.363946,0
10/8/1993,11.6,11.6,11.6,11.6,7.37666,0
10/11/1993,11.62,11.62,11.62,11.62,7.38938,0
10/12/1993,11.64,11.64,11.64,11.64,7.402101,0
10/13/1993,11.67,11.67,11.67,11.67,7.421178,0
10/14/1993,11.78,11.78,11.78,11.78,7.491127,0
10/15/1993,11.84,11.84,11.84,11.84,7.529282,0
10/18/1993,11.8,11.8,11.8,11.8,7.503846,0
10/19/1993,11.71,11.71,11.71,11.71,7.446611,0
10/20/1993,11.69,11.69,11.69,11.69,7.433896,0
10/21/1993,11.68,11.68,11.68,11.68,7.427536,0
10/22/1993,11.65,11.65,11.65,11.65,7.408458,0
10/25/1993,11.66,11.66,11.66,11.66,7.414818,0
10/26/1993,11.65,11.65,11.65,11.65,7.408458,0
10/27/1993,11.67,11.67,11.67,11.67,7.421178,0
10/28/1993,11.73,11.73,11.73,11.73,7.45933,0
10/29/1993,11.76,11.76,11.76,11.76,7.478408,0
11/1/1993,11.8,11.8,11.8,11.8,7.503846,0
11/2/1993,11.79,11.79,11.79,11.79,7.49749,0
11/3/1993,11.64,11.64,11.64,11.64,7.402101,0
11/4/1993,11.49,11.49,11.49,11.49,7.306713,0
11/5/1993,11.54,11.54,11.54,11.54,7.338507,0
11/8/1993,11.58,11.58,11.58,11.58,7.363946,0
11/9/1993,11.6,11.6,11.6,11.6,7.37666,0
11/10/1993,11.67,11.67,11.67,11.67,7.421178,0
11/11/1993,11.66,11.66,11.66,11.66,7.414818,0
11/12/1993,11.72,11.72,11.72,11.72,7.452971,0
11/15/1993,11.68,11.68,11.68,11.68,7.427536,0
11/16/1993,11.72,11.72,11.72,11.72,7.452971,0
11/17/1993,11.66,11.66,11.66,11.66,7.414818,0
11/18/1993,11.62,11.62,11.62,11.62,7.38938,0
11/19/1993,11.58,11.58,11.58,11.58,7.363946,0
11/22/1993,11.46,11.46,11.46,11.46,7.287635,0
11/23/1993,11.52,11.52,11.52,11.52,7.325792,0
11/24/1993,11.57,11.57,11.57,11.57,7.357585,0
11/26/1993,11.6,11.6,11.6,11.6,7.37666,0
11/29/1993,11.58,11.58,11.58,11.58,7.363946,0
11/30/1993,11.57,11.57,11.57,11.57,7.357585,0
12/1/1993,11.61,11.61,11.61,11.61,7.383024,0
12/2/1993,11.64,11.64,11.64,11.64,7.402101,0
12/3/1993,11.69,11.69,11.69,11.69,7.433896,0
12/6/1993,11.72,11.72,11.72,11.72,7.452971,0
12/7/1993,11.73,11.73,11.73,11.73,7.45933,0
12/8/1993,11.72,11.72,11.72,11.72,7.452971,0
12/9/1993,11.67,11.67,11.67,11.67,7.421178,0
12/10/1993,11.66,11.66,11.66,11.66,7.414818,0
12/13/1993,11.69,11.69,11.69,11.69,7.433896,0
12/14/1993,11.62,11.62,11.62,11.62,7.38938,0
12/15/1993,11.59,11.59,11.59,11.59,7.370304,0
12/16/1993,11.63,11.63,11.63,11.63,7.395742,0
12/17/1993,11.7,11.7,11.7,11.7,7.440252,0
12/20/1993,11.69,11.69,11.69,11.69,7.433896,0
12/21/1993,11.67,11.67,11.67,11.67,7.421178,0
12/22/1993,11.7,11.7,11.7,11.7,7.440252,0
12/23/1993,11.72,11.72,11.72,11.72,7.452971,0
12/27/1993,11.79,11.79,11.79,11.79,7.49749,0
12/28/1993,11.82,11.82,11.82,11.82,7.516566,0
12/29/1993,11.73,11.73,11.73,11.73,7.51016,0
12/30/1993,11.7,11.7,11.7,11.7,7.490951,0
12/31/1993,11.69,11.69,11.69,11.69,7.48455,0
1/3/1994,11.65,11.65,11.65,11.65,7.458943,0
1/4/1994,11.68,11.68,11.68,11.68,7.478148,0
1/5/1994,11.7,11.7,11.7,11.7,7.490951,0
1/6/1994,11.69,11.69,11.69,11.69,7.48455,0
1/7/1994,11.75,11.75,11.75,11.75,7.522969,0
1/10/1994,11.86,11.86,11.86,11.86,7.593395,0
1/11/1994,11.83,11.83,11.83,11.83,7.574187,0
1/12/1994,11.84,11.84,11.84,11.84,7.580586,0
1/13/1994,11.82,11.82,11.82,11.82,7.567786,0
1/14/1994,11.87,11.87,11.87,11.87,7.599796,0
1/17/1994,11.85,11.85,11.85,11.85,7.586992,0
1/18/1994,11.86,11.86,11.86,11.86,7.593395,0
1/19/1994,11.85,11.85,11.85,11.85,7.586992,0
1/20/1994,11.88,11.88,11.88,11.88,7.606199,0
1/21/1994,11.88,11.88,11.88,11.88,7.606199,0
1/24/1994,11.82,11.82,11.82,11.82,7.567786,0
1/25/1994,11.79,11.79,11.79,11.79,7.548579,0
1/26/1994,11.84,11.84,11.84,11.84,7.580586,0
1/27/1994,11.93,11.93,11.93,11.93,7.638211,0
1/28/1994,11.99,11.99,11.99,11.99,7.676626,0
1/31/1994,12.05,12.05,12.05,12.05,7.715044,0
2/1/1994,12.02,12.02,12.02,12.02,7.695837,0
2/2/1994,12.08,12.08,12.08,12.08,7.734253,0
2/3/1994,12.06,12.06,12.06,12.06,7.721449,0
2/4/1994,11.79,11.79,11.79,11.79,7.548579,0
2/7/1994,11.82,11.82,11.82,11.82,7.567786,0
2/8/1994,11.83,11.83,11.83,11.83,7.574187,0
2/9/1994,11.88,11.88,11.88,11.88,7.606199,0
2/10/1994,11.8,11.8,11.8,11.8,7.55498,0
2/11/1994,11.81,11.81,11.81,11.81,7.561383,0
2/14/1994,11.82,11.82,11.82,11.82,7.567786,0
2/15/1994,11.88,11.88,11.88,11.88,7.606199,0
2/16/1994,11.89,11.89,11.89,11.89,7.612602,0
2/17/1994,11.84,11.84,11.84,11.84,7.580586,0
2/18/1994,11.78,11.78,11.78,11.78,7.542173,0
2/22/1994,11.86,11.86,11.86,11.86,7.593395,0
2/23/1994,11.85,11.85,11.85,11.85,7.586992,0
2/24/1994,11.7,11.7,11.7,11.7,7.490951,0
2/25/1994,11.74,11.74,11.74,11.74,7.516568,0
