Date,Open,High,Low,Close,Adj Close,Volume
1991-10-28,10.000000,10.000000,10.000000,10.000000,3.822433,0
1991-10-29,10.020000,10.020000,10.020000,10.020000,3.830080,0
1991-10-30,10.030000,10.030000,10.030000,10.030000,3.833899,0
1991-10-31,10.040000,10.040000,10.040000,10.040000,3.839635,0
1991-11-01,10.050000,10.050000,10.050000,10.050000,3.843462,0
1991-11-04,10.050000,10.050000,10.050000,10.050000,3.843462,0
1991-11-05,10.040000,10.040000,10.040000,10.040000,3.839635,0
1991-11-06,10.040000,10.040000,10.040000,10.040000,3.839635,0
1991-11-07,10.040000,10.040000,10.040000,10.040000,3.839635,0
1991-11-08,10.040000,10.040000,10.040000,10.040000,3.839635,0
1991-11-11,10.040000,10.040000,10.040000,10.040000,3.839635,0
1991-11-12,10.040000,10.040000,10.040000,10.040000,3.839635,0
1991-11-13,10.030000,10.030000,10.030000,10.030000,3.835814,0
1991-11-14,10.050000,10.050000,10.050000,10.050000,3.843462,0
1991-11-15,10.050000,10.050000,10.050000,10.050000,3.843462,0
1991-11-18,10.060000,10.060000,10.060000,10.060000,3.847286,0
1991-11-19,10.050000,10.050000,10.050000,10.050000,3.843462,0
1991-11-20,10.060000,10.060000,10.060000,10.060000,3.847286,0
1991-11-21,10.070000,10.070000,10.070000,10.070000,3.851109,0
1991-11-22,10.070000,10.070000,10.070000,10.070000,3.851109,0
1991-11-25,10.060000,10.060000,10.060000,10.060000,3.847286,0
1991-11-26,10.070000,10.070000,10.070000,10.070000,3.851109,0
1991-11-27,10.070000,10.070000,10.070000,10.070000,3.851109,0
1991-11-29,10.080000,10.080000,10.080000,10.080000,3.871854,0
1991-12-02,10.120000,10.120000,10.120000,10.120000,3.887218,0
1991-12-03,10.130000,10.130000,10.130000,10.130000,3.891059,0
1991-12-04,10.120000,10.120000,10.120000,10.120000,3.887218,0
1991-12-05,10.130000,10.130000,10.130000,10.130000,3.891059,0
1991-12-06,10.120000,10.120000,10.120000,10.120000,3.887218,0
1991-12-09,10.150000,10.150000,10.150000,10.150000,3.898740,0
1991-12-10,10.150000,10.150000,10.150000,10.150000,3.898740,0
1991-12-11,10.150000,10.150000,10.150000,10.150000,3.898740,0
1991-12-12,10.150000,10.150000,10.150000,10.150000,3.898740,0
1991-12-13,10.150000,10.150000,10.150000,10.150000,3.898740,0
1991-12-16,10.150000,10.150000,10.150000,10.150000,3.898740,0
1991-12-17,10.160000,10.160000,10.160000,10.160000,3.902581,0
1991-12-18,10.150000,10.150000,10.150000,10.150000,3.898740,0
1991-12-19,10.160000,10.160000,10.160000,10.160000,3.902581,0
1991-12-20,10.200000,10.200000,10.200000,10.200000,3.917942,0
1991-12-23,10.210000,10.210000,10.210000,10.210000,3.921787,0
1991-12-24,10.200000,10.200000,10.200000,10.200000,3.917942,0
1991-12-26,10.200000,10.200000,10.200000,10.200000,3.917942,0
1991-12-27,10.200000,10.200000,10.200000,10.200000,3.917942,0
1991-12-30,10.210000,10.210000,10.210000,10.210000,3.921787,0
1991-12-31,10.210000,10.210000,10.210000,10.210000,3.940314,0
1992-01-02,10.220000,10.220000,10.220000,10.220000,3.944173,0
1992-01-03,10.200000,10.200000,10.200000,10.200000,3.936450,0
1992-01-06,10.210000,10.210000,10.210000,10.210000,3.940314,0
1992-01-07,10.230000,10.230000,10.230000,10.230000,3.948030,0
1992-01-08,10.230000,10.230000,10.230000,10.230000,3.948030,0
1992-01-09,10.220000,10.220000,10.220000,10.220000,3.944173,0
1992-01-10,10.190000,10.190000,10.190000,10.190000,3.932592,0
1992-01-13,10.150000,10.150000,10.150000,10.150000,3.917155,0
1992-01-14,10.140000,10.140000,10.140000,10.140000,3.913291,0
1992-01-15,10.130000,10.130000,10.130000,10.130000,3.909433,0
1992-01-16,10.130000,10.130000,10.130000,10.130000,3.909433,0
1992-01-17,10.140000,10.140000,10.140000,10.140000,3.913291,0
1992-01-20,10.140000,10.140000,10.140000,10.140000,3.913291,0
1992-01-21,10.160000,10.160000,10.160000,10.160000,3.921011,0
1992-01-22,10.160000,10.160000,10.160000,10.160000,3.921011,0
1992-01-23,10.140000,10.140000,10.140000,10.140000,3.913291,0
1992-01-24,10.140000,10.140000,10.140000,10.140000,3.913291,0
1992-01-27,10.120000,10.120000,10.120000,10.120000,3.905578,0
1992-01-28,10.140000,10.140000,10.140000,10.140000,3.913291,0
1992-01-29,10.130000,10.130000,10.130000,10.130000,3.909433,0
1992-01-30,10.110000,10.110000,10.110000,10.110000,3.901720,0
1992-01-31,10.120000,10.120000,10.120000,10.120000,3.922261,0
1992-02-03,10.110000,10.110000,10.110000,10.110000,3.918383,0
1992-02-04,10.120000,10.120000,10.120000,10.120000,3.922261,0
1992-02-05,10.130000,10.130000,10.130000,10.130000,3.926136,0
1992-02-06,10.140000,10.140000,10.140000,10.140000,3.930013,0
1992-02-07,10.150000,10.150000,10.150000,10.150000,3.933887,0
1992-02-10,10.150000,10.150000,10.150000,10.150000,3.933887,0
1992-02-11,10.140000,10.140000,10.140000,10.140000,3.930013,0
1992-02-12,10.130000,10.130000,10.130000,10.130000,3.926136,0
1992-02-13,10.110000,10.110000,10.110000,10.110000,3.918383,0
1992-02-14,10.100000,10.100000,10.100000,10.100000,3.914512,0
1992-02-18,10.100000,10.100000,10.100000,10.100000,3.914512,0
1992-02-19,10.100000,10.100000,10.100000,10.100000,3.914512,0
1992-02-20,10.100000,10.100000,10.100000,10.100000,3.914512,0
1992-02-21,10.070000,10.070000,10.070000,10.070000,3.902881,0
1992-02-24,10.060000,10.060000,10.060000,10.060000,3.899008,0
1992-02-25,10.070000,10.070000,10.070000,10.070000,3.902881,0
1992-02-26,10.080000,10.080000,10.080000,10.080000,3.906760,0
1992-02-27,10.090000,10.090000,10.090000,10.090000,3.910630,0
1992-02-28,10.100000,10.100000,10.100000,10.100000,3.930092,0
1992-03-02,10.070000,10.070000,10.070000,10.070000,3.918415,0
1992-03-03,10.060000,10.060000,10.060000,10.060000,3.914525,0
1992-03-04,10.060000,10.060000,10.060000,10.060000,3.914525,0
1992-03-05,10.030000,10.030000,10.030000,10.030000,3.902848,0
1992-03-06,10.040000,10.040000,10.040000,10.040000,3.906744,0
1992-03-09,10.050000,10.050000,10.050000,10.050000,3.910629,0
1992-03-10,10.040000,10.040000,10.040000,10.040000,3.906744,0
1992-03-11,10.040000,10.040000,10.040000,10.040000,3.906744,0
1992-03-12,10.010000,10.010000,10.010000,10.010000,3.895068,0
1992-03-13,9.980000,9.980000,9.980000,9.980000,3.883392,0
1992-03-16,9.980000,9.980000,9.980000,9.980000,3.883392,0
1992-03-17,9.990000,9.990000,9.990000,9.990000,3.887285,0
1992-03-18,9.990000,9.990000,9.990000,9.990000,3.887285,0
1992-03-19,10.000000,10.000000,10.000000,10.000000,3.891178,0
1992-03-20,9.980000,9.980000,9.980000,9.980000,3.883392,0
1992-03-23,9.980000,9.980000,9.980000,9.980000,3.883392,0
1992-03-24,10.000000,10.000000,10.000000,10.000000,3.891178,0
1992-03-25,10.010000,10.010000,10.010000,10.010000,3.895068,0
1992-03-26,10.010000,10.010000,10.010000,10.010000,3.895068,0
1992-03-27,10.020000,10.020000,10.020000,10.020000,3.898959,0
1992-03-30,10.030000,10.030000,10.030000,10.030000,3.902848,0
1992-03-31,10.030000,10.030000,10.030000,10.030000,3.920439,0
1992-04-01,10.050000,10.050000,10.050000,10.050000,3.928254,0
1992-04-02,10.050000,10.050000,10.050000,10.050000,3.928254,0
1992-04-03,10.080000,10.080000,10.080000,10.080000,3.939984,0
1992-04-06,10.090000,10.090000,10.090000,10.090000,3.943888,0
1992-04-07,10.100000,10.100000,10.100000,10.100000,3.947802,0
1992-04-08,10.100000,10.100000,10.100000,10.100000,3.947802,0
1992-04-09,10.140000,10.140000,10.140000,10.140000,3.963433,0
1992-04-10,10.130000,10.130000,10.130000,10.130000,3.959525,0
1992-04-13,10.140000,10.140000,10.140000,10.140000,3.963433,0
1992-04-14,10.130000,10.130000,10.130000,10.130000,3.959525,0
1992-04-15,10.120000,10.120000,10.120000,10.120000,3.955617,0
1992-04-16,10.100000,10.100000,10.100000,10.100000,3.947802,0
1992-04-20,10.070000,10.070000,10.070000,10.070000,3.936075,0
1992-04-21,10.070000,10.070000,10.070000,10.070000,3.936075,0
1992-04-22,10.070000,10.070000,10.070000,10.070000,3.936075,0
1992-04-23,10.070000,10.070000,10.070000,10.070000,3.936075,0
1992-04-24,10.090000,10.090000,10.090000,10.090000,3.943888,0
1992-04-27,10.080000,10.080000,10.080000,10.080000,3.939984,0
1992-04-28,10.080000,10.080000,10.080000,10.080000,3.939984,0
1992-04-29,10.080000,10.080000,10.080000,10.080000,3.939984,0
1992-04-30,10.080000,10.080000,10.080000,10.080000,3.958047,0
1992-05-01,10.100000,10.100000,10.100000,10.100000,3.965900,0
1992-05-04,10.100000,10.100000,10.100000,10.100000,3.965900,0
1992-05-05,10.110000,10.110000,10.110000,10.110000,3.969822,0
1992-05-06,10.120000,10.120000,10.120000,10.120000,3.973751,0
1992-05-07,10.110000,10.110000,10.110000,10.110000,3.969822,0
1992-05-08,10.120000,10.120000,10.120000,10.120000,3.973751,0
1992-05-11,10.130000,10.130000,10.130000,10.130000,3.977677,0
1992-05-12,10.140000,10.140000,10.140000,10.140000,3.981603,0
1992-05-13,10.150000,10.150000,10.150000,10.150000,3.985530,0
1992-05-14,10.150000,10.150000,10.150000,10.150000,3.985530,0
1992-05-15,10.160000,10.160000,10.160000,10.160000,3.989455,0
1992-05-18,10.160000,10.160000,10.160000,10.160000,3.989455,0
1992-05-19,10.190000,10.190000,10.190000,10.190000,4.001237,0
1992-05-20,10.170000,10.170000,10.170000,10.170000,3.993382,0
1992-05-21,10.110000,10.110000,10.110000,10.110000,3.969822,0
1992-05-22,10.130000,10.130000,10.130000,10.130000,3.977677,0
1992-05-26,10.110000,10.110000,10.110000,10.110000,3.969822,0
1992-05-27,10.120000,10.120000,10.120000,10.120000,3.973751,0
1992-05-28,10.140000,10.140000,10.140000,10.140000,3.981603,0
1992-05-29,10.150000,10.150000,10.150000,10.150000,4.004089,0
1992-06-01,10.130000,10.130000,10.130000,10.130000,3.996201,0
1992-06-02,10.140000,10.140000,10.140000,10.140000,4.000144,0
1992-06-03,10.150000,10.150000,10.150000,10.150000,4.004089,0
1992-06-04,10.150000,10.150000,10.150000,10.150000,4.004089,0
1992-06-05,10.160000,10.160000,10.160000,10.160000,4.008033,0
1992-06-08,10.160000,10.160000,10.160000,10.160000,4.008033,0
1992-06-09,10.160000,10.160000,10.160000,10.160000,4.008033,0
1992-06-10,10.160000,10.160000,10.160000,10.160000,4.008033,0
1992-06-11,10.170000,10.170000,10.170000,10.170000,4.011979,0
1992-06-12,10.180000,10.180000,10.180000,10.180000,4.015925,0
1992-06-15,10.180000,10.180000,10.180000,10.180000,4.015925,0
1992-06-16,10.190000,10.190000,10.190000,10.190000,4.019869,0
1992-06-17,10.200000,10.200000,10.200000,10.200000,4.023814,0
1992-06-18,10.210000,10.210000,10.210000,10.210000,4.027760,0
1992-06-19,10.200000,10.200000,10.200000,10.200000,4.023814,0
1992-06-22,10.200000,10.200000,10.200000,10.200000,4.023814,0
1992-06-23,10.190000,10.190000,10.190000,10.190000,4.019869,0
1992-06-24,10.210000,10.210000,10.210000,10.210000,4.027760,0
1992-06-25,10.230000,10.230000,10.230000,10.230000,4.035651,0
