,Date,VUSTX,VUSTX Div,VPACX,VPACX Div,VEIEX,VEIEX Div,VEURX,VEURX Div,VTSMX,VTSMX Div,Enter 1,Shares 1,Capital
0,1995-09-29,10.34,0.055,11.09,0.0,10.93,0.0,13.95,0.0,14.57,0.0,VUSTX,967.1179883945841,10000.0
1,1995-10-02,10.36,0.0,10.8,0.0,10.79,0.0,13.95,0.0,14.49,0.0,VUSTX,967.1179883945841,10019.34235976789
2,1995-10-03,10.39,0.0,10.9,0.0,10.74,0.0,13.89,0.0,14.47,0.0,VUSTX,967.1179883945841,10048.35589941973
3,1995-10-04,10.43,0.0,10.96,0.0,10.79,0.0,13.93,0.0,14.41,0.0,VUSTX,967.1179883945841,10087.040618955512
4,1995-10-05,10.44,0.0,11.04,0.0,10.86,0.0,13.94,0.0,14.45,0.0,VUSTX,967.1179883945841,10096.711798839458
5,1995-10-06,10.45,0.0,11.08,0.0,10.9,0.0,13.85,0.0,14.46,0.0,VUSTX,967.1179883945841,10106.382978723403
6,1995-10-09,10.46,0.0,11.0,0.0,10.83,0.0,13.88,0.0,14.32,0.0,VUSTX,967.1179883945841,10116.05415860735
7,1995-10-10,10.45,0.0,10.95,0.0,10.72,0.0,13.68,0.0,14.28,0.0,VUSTX,967.1179883945841,10106.382978723403
8,1995-10-11,10.45,0.0,10.75,0.0,10.73,0.0,13.7,0.0,14.37,0.0,VUSTX,967.1179883945841,10106.382978723403
9,1995-10-12,10.49,0.0,10.8,0.0,10.73,0.0,13.83,0.0,14.47,0.0,VUSTX,967.1179883945841,10145.067698259189
10,1995-10-13,10.61,0.0,10.79,0.0,10.74,0.0,13.94,0.0,14.52,0.0,VUSTX,967.1179883945841,10261.121856866537
11,1995-10-16,10.58,0.0,10.86,0.0,10.8,0.0,13.92,0.0,14.49,0.0,VUSTX,967.1179883945841,10232.108317214701
12,1995-10-17,10.6,0.0,10.84,0.0,10.8,0.0,13.9,0.0,14.58,0.0,VUSTX,967.1179883945841,10251.450676982591
13,1995-10-18,10.58,0.0,10.77,0.0,10.78,0.0,13.91,0.0,14.61,0.0,VUSTX,967.1179883945841,10232.108317214701
14,1995-10-19,10.6,0.0,10.83,0.0,10.8,0.0,13.88,0.0,14.66,0.0,VUSTX,967.1179883945841,10251.450676982591
15,1995-10-20,10.54,0.0,10.96,0.0,10.82,0.0,13.89,0.0,14.58,0.0,VUSTX,967.1179883945841,10193.423597678915
16,1995-10-23,10.52,0.0,10.99,0.0,10.76,0.0,13.75,0.0,14.52,0.0,VUSTX,967.1179883945841,10174.081237911025
17,1995-10-24,10.59,0.0,10.87,0.0,10.68,0.0,13.79,0.0,14.54,0.0,VUSTX,967.1179883945841,10241.779497098645
18,1995-10-25,10.59,0.0,10.75,0.0,10.57,0.0,13.84,0.0,14.42,0.0,VUSTX,967.1179883945841,10241.779497098645
19,1995-10-26,10.53,0.0,10.6,0.0,10.41,0.0,13.72,0.0,14.28,0.0,VUSTX,967.1179883945841,10183.75241779497
20,1995-10-27,10.55,0.0,10.42,0.0,10.43,0.0,13.64,0.0,14.34,0.0,VUSTX,967.1179883945841,10203.094777562863
21,1995-10-30,10.56,0.0,10.5,0.0,10.46,0.0,13.78,0.0,14.44,0.0,VUSTX,967.1179883945841,10212.765957446809
22,1995-10-31,10.59,0.057,10.55,0.0,10.46,0.0,13.87,0.0,14.4,0.0,VUSTX,972.32343932362,10296.905222437135
23,1995-11-01,10.63,0.0,10.44,0.0,10.36,0.0,13.83,0.0,14.47,0.0,VUSTX,972.32343932362,10335.798160010081
24,1995-11-02,10.67,0.0,10.56,0.0,10.27,0.0,13.86,0.0,14.62,0.0,VUSTX,972.32343932362,10374.691097583025
25,1995-11-03,10.65,0.0,10.57,0.0,10.3,0.0,13.88,0.0,14.66,0.0,VUSTX,972.32343932362,10355.244628796554
26,1995-11-06,10.64,0.0,10.61,0.0,10.26,0.0,13.85,0.0,14.63,0.0,VUSTX,972.32343932362,10345.521394403318
27,1995-11-07,10.61,0.0,10.59,0.0,10.23,0.0,13.9,0.0,14.56,0.0,VUSTX,972.32343932362,10316.351691223608
28,1995-11-08,10.68,0.0,10.59,0.0,10.15,0.0,13.94,0.0,14.67,0.0,VUSTX,972.32343932362,10384.414331976262
29,1995-11-09,10.63,0.0,10.64,0.0,10.13,0.0,13.93,0.0,14.72,0.0,VUSTX,972.32343932362,10335.798160010081
30,1995-11-10,10.58,0.0,10.69,0.0,10.02,0.0,13.87,0.0,14.71,0.0,VUSTX,972.32343932362,10287.1819880439
31,1995-11-13,10.64,0.0,10.56,0.0,9.83,0.0,13.8,0.0,14.69,0.0,VUSTX,972.32343932362,10345.521394403318
32,1995-11-14,10.62,0.0,10.58,0.0,9.81,0.0,13.87,0.0,14.6,0.0,VUSTX,972.32343932362,10326.074925616844
33,1995-11-15,10.59,0.0,10.56,0.0,9.82,0.0,13.97,0.0,14.68,0.0,VUSTX,972.32343932362,10296.905222437135
34,1995-11-16,10.64,0.0,10.55,0.0,9.91,0.0,14.05,0.0,14.77,0.0,VUSTX,972.32343932362,10345.521394403318
35,1995-11-17,10.66,0.0,10.63,0.0,9.95,0.0,14.05,0.0,14.83,0.0,VUSTX,972.32343932362,10364.96786318979
36,1995-11-20,10.63,0.0,10.83,0.0,9.92,0.0,14.08,0.0,14.75,0.0,VUSTX,972.32343932362,10335.798160010081
37,1995-11-21,10.61,0.0,10.85,0.0,10.08,0.0,14.09,0.0,14.78,0.0,VUSTX,972.32343932362,10316.351691223608
38,1995-11-22,10.61,0.0,10.83,0.0,10.21,0.0,14.14,0.0,14.76,0.0,VUSTX,972.32343932362,10316.351691223608
39,1995-11-24,10.64,0.0,10.78,0.0,10.18,0.0,14.14,0.0,14.8,0.0,VUSTX,972.32343932362,10345.521394403318
40,1995-11-27,10.68,0.0,10.87,0.0,10.18,0.0,14.12,0.0,14.84,0.0,VUSTX,972.32343932362,10384.414331976262
41,1995-11-28,10.67,0.0,11.01,0.0,10.25,0.0,14.08,0.0,14.95,0.0,VUSTX,972.32343932362,10374.691097583025
42,1995-11-29,10.69,0.0,10.93,0.0,10.39,0.0,14.03,0.0,15.01,0.0,VUSTX,972.32343932362,10394.137566369498
43,1995-11-30,10.78,0.055,11.07,0.0,10.5,0.0,13.95,0.0,15.0,0.0,VUSTX,977.2842731977202,10535.124465071423
44,1995-12-01,10.82,0.0,11.19,0.0,10.6,0.0,14.0,0.0,15.02,0.0,VUSTX,977.2842731977202,10574.215835999332
45,1995-12-04,10.93,0.0,11.28,0.0,10.73,0.0,13.97,0.0,15.18,0.0,VUSTX,977.2842731977202,10681.717106051081
46,1995-12-05,10.9,0.0,11.24,0.0,10.71,0.0,14.06,0.0,15.26,0.0,VUSTX,977.2842731977202,10652.39857785515
47,1995-12-06,10.9,0.0,11.29,0.0,10.74,0.0,14.06,0.0,15.29,0.0,VUSTX,977.2842731977202,10652.39857785515
48,1995-12-07,10.86,0.0,11.48,0.0,10.7,0.0,14.03,0.0,15.19,0.0,VUSTX,977.2842731977202,10613.30720692724
49,1995-12-08,10.87,0.0,11.4,0.0,10.65,0.0,13.95,0.0,15.22,0.0,VUSTX,977.2842731977202,10623.080049659216
50,1995-12-11,10.89,0.0,11.39,0.0,10.62,0.0,14.03,0.0,15.26,0.0,VUSTX,977.2842731977202,10642.625735123172
51,1995-12-12,10.88,0.0,11.37,0.0,10.67,0.0,14.04,0.0,15.23,0.0,VUSTX,977.2842731977202,10632.852892391196
52,1995-12-13,10.86,0.0,11.38,0.0,10.63,0.0,13.99,0.0,15.29,0.0,VUSTX,977.2842731977202,10613.30720692724
53,1995-12-14,10.85,0.0,11.47,0.0,10.62,0.0,14.13,0.0,15.17,0.0,VUSTX,977.2842731977202,10603.534364195264
54,1995-12-15,10.84,0.0,11.38,0.0,10.65,0.0,14.09,0.0,15.14,0.0,VUSTX,977.2842731977202,10593.761521463286
55,1995-12-18,10.72,0.0,11.41,0.0,10.59,0.0,14.01,0.0,14.88,0.0,VUSTX,977.2842731977202,10476.48740867956
56,1995-12-19,10.81,0.0,11.31,0.0,10.56,0.0,13.88,0.0,15.03,0.0,VUSTX,977.2842731977202,10564.442993267356
57,1995-12-20,10.81,0.0,11.49,0.0,10.8,0.0,13.97,0.0,14.95,0.0,VUSTX,977.2842731977202,10564.442993267356
58,1995-12-21,10.81,0.0,11.61,0.0,10.93,0.0,14.04,0.0,15.06,0.0,VUSTX,977.2842731977202,10564.442993267356
59,1995-12-22,10.87,0.0,11.6,0.0,10.97,0.0,14.18,0.0,14.91,0.1,VUSTX,977.2842731977202,10623.080049659216
60,1995-12-26,10.89,0.0,11.63,0.0,10.94,0.0,14.26,0.0,14.96,0.0,VUSTX,977.2842731977202,10642.625735123172
61,1995-12-27,10.93,0.0,11.54,0.11,10.72,0.18,14.01,0.36,14.99,0.0,VUSTX,977.2842731977202,10681.717106051081
62,1995-12-28,10.96,0.0,11.46,0.0,10.71,0.0,14.02,0.0,14.98,0.0,VUSTX,977.2842731977202,10711.035634247013
63,1995-12-29,10.79,0.281,11.5,0.0,10.74,0.0,14.02,0.0,15.04,0.0,VPACX,940.8273207453877,10819.514188571959
64,1996-01-02,10.77,0.0,11.44,0.0,10.85,0.0,14.12,0.0,15.14,0.0,VPACX,940.8273207453877,10763.064549327235
65,1996-01-03,10.79,0.0,11.45,0.0,11.2,0.0,14.26,0.0,15.14,0.0,VPACX,940.8273207453877,10772.472822534688
66,1996-01-04,10.71,0.0,11.68,0.0,11.35,0.0,14.16,0.0,15.02,0.0,VPACX,940.8273207453877,10988.86310630613
67,1996-01-05,10.68,0.0,11.78,0.0,11.35,0.0,14.22,0.0,14.99,0.0,VPACX,940.8273207453877,11082.945838380667
68,1996-01-08,10.69,0.0,11.67,0.0,11.37,0.0,14.22,0.0,15.03,0.0,VPACX,940.8273207453877,10979.454833098674
69,1996-01-09,10.66,0.0,11.64,0.0,11.29,0.0,14.19,0.0,14.81,0.0,VPACX,940.8273207453877,10951.230013476314
70,1996-01-10,10.55,0.0,11.61,0.0,11.22,0.0,14.09,0.0,14.56,0.0,VPACX,940.8273207453877,10923.005193853951
71,1996-01-11,10.55,0.0,11.55,0.0,11.3,0.0,14.03,0.0,14.68,0.0,VPACX,940.8273207453877,10866.55555460923
72,1996-01-12,10.57,0.0,11.47,0.0,11.41,0.0,14.11,0.0,14.66,0.0,VUSTX,1020.9356072799998,10791.289368949598
73,1996-01-15,10.57,0.0,11.47,0.0,11.49,0.0,14.03,0.0,14.59,0.0,VUSTX,1020.9356072799998,10791.289368949598
74,1996-01-16,10.65,0.0,11.51,0.0,11.48,0.0,14.09,0.0,14.74,0.0,VUSTX,1020.9356072799998,10872.964217531999
75,1996-01-17,10.73,0.0,11.53,0.0,11.47,0.0,14.0,0.0,14.73,0.0,VUSTX,1020.9356072799998,10954.639066114398
76,1996-01-18,10.76,0.0,11.42,0.0,11.39,0.0,14.04,0.0,14.78,0.0,VUSTX,1020.9356072799998,10985.267134332797
77,1996-01-19,10.78,0.0,11.44,0.0,11.56,0.0,14.02,0.0,14.88,0.0,VUSTX,1020.9356072799998,11005.685846478396
78,1996-01-22,10.69,0.0,11.32,0.0,11.7,0.0,14.02,0.0,14.93,0.0,VUSTX,1020.9356072799998,10913.801641823196
79,1996-01-23,10.64,0.0,11.28,0.0,11.77,0.0,13.93,0.0,14.93,0.0,VUSTX,1020.9356072799998,10862.754861459198
80,1996-01-24,10.71,0.0,11.25,0.0,11.7,0.0,14.0,0.0,15.09,0.0,VUSTX,1020.9356072799998,10934.220353968798
81,1996-01-25,10.61,0.0,11.35,0.0,11.74,0.0,14.02,0.0,15.03,0.0,VUSTX,1020.9356072799998,10832.126793240797
82,1996-01-26,10.69,0.0,11.41,0.0,11.71,0.0,13.84,0.0,15.12,0.0,VUSTX,1020.9356072799998,10913.801641823196
83,1996-01-29,10.64,0.0,11.39,0.0,11.68,0.0,13.89,0.0,15.18,0.0,VUSTX,1020.9356072799998,10862.754861459198
84,1996-01-30,10.7,0.0,11.37,0.0,11.78,0.0,13.93,0.0,15.32,0.0,VUSTX,1020.9356072799998,10924.010997895997
85,1996-01-31,10.73,0.054000000000000006,11.54,0.0,11.85,0.0,14.1,0.0,15.44,0.0,VUSTX,1026.0735870370474,11009.76958890752
86,1996-02-01,10.67,0.0,11.58,0.0,11.94,0.0,14.1,0.0,15.51,0.0,VUSTX,1026.0735870370474,10948.205173685295
87,1996-02-02,10.6,0.0,11.59,0.0,12.12,0.0,14.16,0.0,15.48,0.0,VPACX,938.4279570830632,10876.380022592703
88,1996-02-05,10.59,0.0,11.62,0.0,12.13,0.0,14.17,0.0,15.59,0.0,VPACX,938.4279570830632,10904.532861305193
89,1996-02-06,10.61,0.0,11.6,0.0,12.1,0.0,14.2,0.0,15.7,0.0,VPACX,938.4279570830632,10885.764302163534
90,1996-02-07,10.6,0.0,11.66,0.0,12.04,0.0,14.16,0.0,15.76,0.0,VPACX,938.4279570830632,10942.069979588518
91,1996-02-08,10.59,0.0,11.64,0.0,11.99,0.0,14.1,0.0,15.89,0.0,VPACX,938.4279570830632,10923.301420446856
92,1996-02-09,10.6,0.0,11.56,0.0,11.88,0.0,14.09,0.0,15.9,0.0,VPACX,938.4279570830632,10848.227183880212
93,1996-02-12,10.66,0.0,11.59,0.0,11.86,0.0,14.14,0.0,15.99,0.0,VPACX,938.4279570830632,10876.380022592703
94,1996-02-13,10.67,0.0,11.5,0.0,11.88,0.0,14.19,0.0,15.96,0.0,VPACX,938.4279570830632,10791.921506455226
95,1996-02-14,10.62,0.0,11.58,0.0,11.92,0.0,14.21,0.0,15.89,0.0,VPACX,938.4279570830632,10866.995743021873
96,1996-02-15,10.54,0.0,11.64,0.0,11.97,0.0,14.23,0.0,15.84,0.0,VPACX,938.4279570830632,10923.301420446856
97,1996-02-16,10.45,0.0,11.69,0.0,11.98,0.0,14.3,0.0,15.79,0.0,VPACX,938.4279570830632,10970.222818301008
98,1996-02-20,10.26,0.0,11.52,0.0,11.94,0.0,14.12,0.0,15.62,0.0,VPACX,938.4279570830632,10810.690065596888
99,1996-02-21,10.27,0.0,11.5,0.0,11.96,0.0,14.2,0.0,15.79,0.0,VPACX,938.4279570830632,10791.921506455226
100,1996-02-22,10.31,0.0,11.48,0.0,11.95,0.0,14.29,0.0,16.040001,0.0,VPACX,938.4279570830632,10773.152947313567
101,1996-02-23,10.23,0.0,11.47,0.0,11.95,0.0,14.41,0.0,16.049999,0.0,VUSTX,1052.1768003658588,10763.768667742735
102,1996-02-26,10.19,0.0,11.53,0.0,11.88,0.0,14.34,0.0,15.88,0.0,VUSTX,1052.1768003658588,10721.6815957281
103,1996-02-27,10.16,0.0,11.38,0.0,11.83,0.0,14.35,0.0,15.82,0.0,VUSTX,1052.1768003658588,10690.116291717126
104,1996-02-28,10.15,0.0,11.35,0.0,11.8,0.0,14.42,0.0,15.79,0.0,VUSTX,1052.1768003658588,10679.594523713467
105,1996-02-29,10.15,0.051,11.4,0.0,11.66,0.0,14.34,0.0,15.69,0.0,VUSTX,1057.4636000524263,10733.255540532127
106,1996-03-01,10.26,0.0,11.39,0.0,11.8,0.0,14.42,0.0,15.75,0.0,VUSTX,1057.4636000524263,10849.576536537894
107,1996-03-04,10.31,0.0,11.37,0.0,11.9,0.0,14.43,0.0,15.89,0.0,VUSTX,1057.4636000524263,10902.449716540516
108,1996-03-05,10.26,0.0,11.37,0.0,11.95,0.0,14.39,0.0,16.0,0.0,VUSTX,1057.4636000524263,10849.576536537894
109,1996-03-06,10.19,0.0,11.35,0.0,11.87,0.0,14.39,0.0,15.95,0.0,VUSTX,1057.4636000524263,10775.554084534224
110,1996-03-07,10.17,0.0,11.19,0.0,11.7,0.0,14.47,0.0,15.98,0.0,VUSTX,1057.4636000524263,10754.404812533176
111,1996-03-08,9.87,0.0,11.22,0.0,11.58,0.0,14.28,0.0,15.51,0.0,VUSTX,1057.4636000524263,10437.165732517446
112,1996-03-11,9.98,0.0,11.04,0.0,11.27,0.0,14.11,0.0,15.66,0.0,VUSTX,1057.4636000524263,10553.486728523214
113,1996-03-12,9.94,0.0,11.14,0.0,11.38,0.0,14.11,0.0,15.58,0.0,VUSTX,1057.4636000524263,10511.188184521117
114,1996-03-13,9.9,0.0,11.06,0.0,11.3,0.0,14.19,0.0,15.65,0.0,VUSTX,1057.4636000524263,10468.88964051902
115,1996-03-14,9.91,0.0,11.16,0.0,11.44,0.0,14.29,0.0,15.72,0.0,VUSTX,1057.4636000524263,10479.464276519544
116,1996-03-15,9.83,0.0,11.25,0.0,11.51,0.0,14.23,0.0,15.74,0.0,VUSTX,1057.4636000524263,10394.86718851535
117,1996-03-18,9.87,0.0,11.28,0.0,11.58,0.0,14.36,0.0,15.98,0.0,VUSTX,1057.4636000524263,10437.165732517446
118,1996-03-19,9.87,0.0,11.35,0.0,11.7,0.0,14.45,0.0,15.96,0.0,VUSTX,1057.4636000524263,10437.165732517446
119,1996-03-20,9.93,0.0,11.32,0.0,11.68,0.0,14.45,0.0,15.92,0.0,VUSTX,1057.4636000524263,10500.613548520592
120,1996-03-21,9.97,0.0,11.49,0.0,11.85,0.0,14.48,0.0,15.91,0.0,VUSTX,1057.4636000524263,10542.91209252269
121,1996-03-22,9.93,0.0,11.46,0.0,11.9,0.0,14.49,0.0,15.94,0.0,VPACX,916.2839047574687,10500.613548520592
122,1996-03-25,10.01,0.0,11.61,0.0,11.93,0.0,14.49,0.0,15.9,0.0,VPACX,916.2839047574687,10638.056134234212
123,1996-03-26,10.0,0.0,11.63,0.0,11.88,0.0,14.4,0.02,15.85,0.06,VPACX,916.2839047574687,10656.381812329362
124,1996-03-27,9.89,0.0,11.68,0.0,11.85,0.0,14.4,0.0,15.8,0.0,VPACX,916.2839047574687,10702.196007567234
125,1996-03-28,9.82,0.0,11.69,0.0,11.81,0.0,14.42,0.0,15.82,0.0,VPACX,916.2839047574687,10711.358846614808
126,1996-03-29,9.88,0.069,11.75,0.0,11.83,0.0,14.52,0.0,15.78,0.0,VEIEX,910.087563896894,10766.335880900257
127,1996-04-01,9.9,0.0,11.76,0.0,11.87,0.0,14.53,0.0,15.95,0.0,VEIEX,910.087563896894,10802.739383456132
128,1996-04-02,9.95,0.0,11.78,0.0,11.95,0.0,14.57,0.0,15.99,0.0,VEIEX,910.087563896894,10875.546388567884
129,1996-04-03,9.93,0.0,11.78,0.0,11.98,0.0,14.55,0.0,16.01,0.0,VEIEX,910.087563896894,10902.849015484791
130,1996-04-04,9.89,0.0,11.75,0.0,12.01,0.0,14.61,0.0,16.02,0.0,VEIEX,910.087563896894,10930.151642401697
131,1996-04-08,9.64,0.0,11.69,0.0,11.85,0.0,14.63,0.0,15.75,0.0,VEIEX,910.087563896894,10784.537632178193
132,1996-04-09,9.7,0.0,11.74,0.0,11.84,0.0,14.55,0.0,15.74,0.0,VEIEX,910.087563896894,10775.436756539226
133,1996-04-10,9.63,0.0,11.76,0.0,11.93,0.0,14.57,0.0,15.56,0.0,VEIEX,910.087563896894,10857.344637289945
134,1996-04-11,9.58,0.0,11.75,0.0,11.9,0.0,14.47,0.0,15.47,0.0,VEIEX,910.087563896894,10830.04201037304
135,1996-04-12,9.73,0.0,11.73,0.0,11.99,0.0,14.48,0.0,15.6,0.0,VEIEX,910.087563896894,10911.94989112376
136,1996-04-15,9.76,0.0,11.83,0.0,12.05,0.0,14.52,0.0,15.73,0.0,VEIEX,910.087563896894,10966.555144957574
137,1996-04-16,9.77,0.0,11.84,0.0,12.12,0.0,14.59,0.0,15.82,0.0,VEIEX,910.087563896894,11030.261274430355
138,1996-04-17,9.71,0.0,11.8,0.0,12.15,0.0,14.55,0.0,15.74,0.0,VEIEX,910.087563896894,11057.563901347263
139,1996-04-18,9.68,0.0,11.84,0.0,12.12,0.0,14.57,0.0,15.8,0.0,VEIEX,910.087563896894,11030.261274430355
140,1996-04-19,9.73,0.0,11.93,0.0,12.19,0.0,14.74,0.0,15.85,0.0,VEIEX,910.087563896894,11093.967403903138
141,1996-04-22,9.77,0.0,12.07,0.0,12.13,0.0,14.79,0.0,15.94,0.0,VEIEX,910.087563896894,11039.362150069326
142,1996-04-23,9.75,0.0,12.12,0.0,12.1,0.0,14.75,0.0,16.040001,0.0,VEIEX,910.087563896894,11012.059523152417
143,1996-04-24,9.72,0.0,12.13,0.0,12.1,0.0,14.72,0.0,16.040001,0.0,VEIEX,910.087563896894,11012.059523152417
144,1996-04-25,9.72,0.0,12.15,0.0,12.06,0.0,14.67,0.0,16.110001,0.0,VEIEX,910.087563896894,10975.656020596543
145,1996-04-26,9.75,0.0,12.26,0.0,12.09,0.0,14.73,0.0,16.139999,0.0,VEIEX,910.087563896894,11002.95864751345
146,1996-04-29,9.71,0.0,12.37,0.0,12.07,0.0,14.68,0.0,16.16,0.0,VEIEX,910.087563896894,10984.75689623551
147,1996-04-30,9.65,0.054000000000000006,12.36,0.0,12.15,0.0,14.61,0.0,16.16,0.0,VEIEX,910.087563896894,11057.563901347263
148,1996-05-01,9.65,0.0,12.22,0.0,12.16,0.0,14.58,0.0,16.200001,0.0,VEIEX,910.087563896894,11066.664776986232
149,1996-05-02,9.5,0.0,12.2,0.0,12.17,0.0,14.56,0.0,15.95,0.0,VEIEX,910.087563896894,11075.765652625201
150,1996-05-03,9.43,0.0,12.17,0.0,12.08,0.0,14.47,0.0,15.92,0.0,VEIEX,910.087563896894,10993.85777187448
151,1996-05-06,9.47,0.0,12.15,0.0,12.02,0.0,14.48,0.0,15.9,0.0,VEIEX,910.087563896894,10939.252518040666
152,1996-05-07,9.46,0.0,12.05,0.0,12.11,0.0,14.49,0.0,15.84,0.0,VEIEX,910.087563896894,11021.160398791386
153,1996-05-08,9.54,0.0,12.08,0.0,12.12,0.0,14.45,0.0,15.94,0.0,VEIEX,910.087563896894,11030.261274430355
154,1996-05-09,9.5,0.0,12.02,0.0,12.14,0.0,14.5,0.0,15.98,0.0,VEIEX,910.087563896894,11048.463025708294
155,1996-05-10,9.6,0.0,11.91,0.0,12.2,0.0,14.55,0.0,16.15,0.0,VEIEX,910.087563896894,11103.068279542107
156,1996-05-13,9.62,0.0,11.87,0.0,12.27,0.0,14.47,0.0,16.370001000000002,0.0,VEIEX,910.087563896894,11166.77440901489
157,1996-05-14,9.68,0.0,11.86,0.0,12.28,0.0,14.54,0.0,16.48,0.0,VEIEX,910.087563896894,11175.87528465386
158,1996-05-15,9.69,0.0,11.98,0.0,12.27,0.0,14.58,0.0,16.48,0.0,VEIEX,910.087563896894,11166.77440901489
159,1996-05-16,9.63,0.0,12.02,0.0,12.22,0.0,14.52,0.0,16.49,0.0,VEIEX,910.087563896894,11121.270030820046
160,1996-05-17,9.69,0.0,11.95,0.0,12.28,0.0,14.68,0.0,16.58,0.0,VEIEX,910.087563896894,11175.87528465386
161,1996-05-20,9.71,0.0,11.93,0.0,12.3,0.0,14.65,0.0,16.68,0.0,VEIEX,910.087563896894,11194.077035931798
162,1996-05-21,9.69,0.0,11.94,0.0,12.31,0.0,14.66,0.0,16.67,0.0,VEIEX,910.087563896894,11203.177911570767
163,1996-05-22,9.73,0.0,11.92,0.0,12.31,0.0,14.57,0.0,16.780001000000002,0.0,VEIEX,910.087563896894,11203.177911570767
164,1996-05-23,9.68,0.0,11.82,0.0,12.24,0.0,14.57,0.0,16.74,0.0,VEIEX,910.087563896894,11139.471782097984
