,Date,Ticker,Close,Position
141,1996-04-22,VEIEX,12.13,1
142,1996-04-23,VEIEX,12.1,1
143,1996-04-24,VEIEX,12.1,1
144,1996-04-25,VEIEX,12.06,1
145,1996-04-26,VEIEX,12.09,1
146,1996-04-29,VEIEX,12.07,1
147,1996-04-30,VEIEX,12.15,1
148,1996-05-01,VEIEX,12.16,1
149,1996-05-02,VEIEX,12.17,1
150,1996-05-03,VEIEX,12.08,1
151,1996-05-06,VEIEX,12.02,1
152,1996-05-07,VEIEX,12.11,1
153,1996-05-08,VEIEX,12.12,1
154,1996-05-09,VEIEX,12.14,1
155,1996-05-10,VEIEX,12.2,1
156,1996-05-13,VEIEX,12.27,1
157,1996-05-14,VEIEX,12.28,1
158,1996-05-15,VEIEX,12.27,1
159,1996-05-16,VEIEX,12.22,1
160,1996-05-17,VEIEX,12.28,1
161,1996-05-20,VEIEX,12.3,1
162,1996-05-21,VEIEX,12.31,1
163,1996-05-22,VEIEX,12.31,1
164,1996-05-23,VEIEX,12.24,1
165,1996-05-24,VEIEX,12.29,1
166,1996-05-28,VEIEX,12.33,1
167,1996-05-29,VEIEX,12.29,1
168,1996-05-30,VEIEX,12.32,1
169,1996-05-31,VEIEX,12.33,1
170,1996-06-03,VEIEX,12.25,1
171,1996-06-04,VEIEX,12.27,1
172,1996-06-05,VEIEX,12.28,1
173,1996-06-06,VEIEX,12.32,1
174,1996-06-07,VEIEX,12.29,1
175,1996-06-10,VEIEX,12.27,1
176,1996-06-11,VEIEX,12.15,1
177,1996-06-12,VEIEX,12.15,1
178,1996-06-13,VEIEX,12.08,1
179,1996-06-14,VEIEX,12.13,1
180,1996-06-17,VEIEX,12.17,1
181,1996-06-18,VEIEX,12.22,1
182,1996-06-19,VEIEX,12.25,1
183,1996-06-20,VEIEX,12.23,1
184,1996-06-21,VEIEX,12.25,1
185,1996-06-24,VEIEX,12.28,1
186,1996-06-25,VEIEX,12.27,1
187,1996-06-26,VEIEX,12.31,1
188,1996-06-27,VEIEX,12.32,1
189,1996-06-28,VEURX,14.98,1
190,1996-07-01,VEURX,15.0,1
191,1996-07-02,VEURX,14.99,1
192,1996-07-03,VEURX,14.99,1
193,1996-07-05,VEURX,14.98,1
194,1996-07-08,VEURX,14.89,1
195,1996-07-09,VEURX,14.97,1
196,1996-07-10,VEURX,14.97,1
197,1996-07-11,VEURX,14.95,1
198,1996-07-12,VEURX,14.83,1
199,1996-07-15,VEURX,14.74,1
200,1996-07-16,VEURX,14.63,1
201,1996-07-17,VEURX,14.69,1
202,1996-07-18,VEURX,14.74,1
203,1996-07-19,VEURX,14.83,1
204,1996-07-22,VEURX,14.68,1
205,1996-07-23,VEURX,14.73,1
206,1996-07-24,VEURX,14.51,1
207,1996-07-25,VEURX,14.69,1
208,1996-07-26,VEURX,14.62,1
209,1996-07-29,VEURX,14.67,1
210,1996-07-30,VEURX,14.64,1
211,1996-07-31,VEURX,14.8,1
212,1996-08-01,VEURX,14.89,1
213,1996-08-02,VEURX,14.99,1
214,1996-08-05,VEURX,15.03,1
215,1996-08-06,VEURX,14.97,1
216,1996-08-07,VEURX,15.04,1
217,1996-08-08,VEURX,15.07,1
218,1996-08-09,VEURX,15.07,1
219,1996-08-12,VEURX,15.06,1
220,1996-08-13,VEURX,15.11,1
221,1996-08-14,VEURX,15.09,1
222,1996-08-15,VEURX,15.12,1
223,1996-08-16,VEURX,15.13,1
224,1996-08-19,VEURX,15.15,1
225,1996-08-20,VEURX,15.24,1
226,1996-08-21,VEURX,15.24,1
227,1996-08-22,VEURX,15.25,1
228,1996-08-23,VEURX,15.35,1
229,1996-08-26,VEURX,15.38,1
230,1996-08-27,VEURX,15.4,1
231,1996-08-28,VEURX,15.42,1
232,1996-08-29,VEURX,15.29,1
233,1996-08-30,VEURX,15.24,1
234,1996-09-03,VEURX,15.11,1
235,1996-09-04,VEURX,15.19,1
236,1996-09-05,VEURX,15.21,1
237,1996-09-06,VEURX,15.2,1
238,1996-09-09,VEURX,15.28,1
239,1996-09-10,VEURX,15.24,1
240,1996-09-11,VEURX,15.18,1
241,1996-09-12,VEURX,15.25,1
242,1996-09-13,VEURX,15.38,1
243,1996-09-16,VEURX,15.46,1
244,1996-09-17,VEURX,15.39,1
245,1996-09-18,VEURX,15.39,1
246,1996-09-19,VEURX,15.37,1
247,1996-09-20,VEURX,15.41,1
248,1996-09-23,VEURX,15.32,1
249,1996-09-24,VEURX,15.35,1
250,1996-09-25,VEURX,15.51,1
251,1996-09-26,VEURX,15.45,1
252,1996-09-27,VEURX,15.49,1
253,1996-09-30,VEURX,15.54,1
254,1996-10-01,VEURX,15.6,1
255,1996-10-02,VEURX,15.71,1
256,1996-10-03,VEURX,15.68,1
257,1996-10-04,VEURX,15.74,1
258,1996-10-07,VEURX,15.78,1
259,1996-10-08,VEURX,15.83,1
260,1996-10-09,VEURX,15.76,1
261,1996-10-10,VEURX,15.69,1
262,1996-10-11,VEURX,15.77,1
263,1996-10-14,VEURX,15.83,1
264,1996-10-15,VEURX,15.88,1
265,1996-10-16,VEURX,15.81,1
266,1996-10-17,VEURX,15.82,1
267,1996-10-18,VEURX,15.93,1
268,1996-10-21,VEURX,15.98,1
269,1996-10-22,VEURX,15.98,1
270,1996-10-23,VEURX,15.9,1
271,1996-10-24,VEURX,15.85,1
272,1996-10-25,VEURX,15.91,1
273,1996-10-28,VEURX,15.99,1
274,1996-10-29,VEURX,15.89,1
275,1996-10-30,VEURX,15.91,1
276,1996-10-31,VEURX,15.88,1
277,1996-11-01,VEURX,15.86,1
278,1996-11-04,VEURX,15.89,1
279,1996-11-05,VEURX,15.96,1
280,1996-11-06,VEURX,16.07,1
281,1996-11-07,VEURX,16.059998999999998,1
282,1996-11-08,VEURX,16.1,1
283,1996-11-11,VEURX,16.16,1
284,1996-11-12,VEURX,16.24,1
285,1996-11-13,VEURX,16.23,1
286,1996-11-14,VEURX,16.309998999999998,1
287,1996-11-15,VEURX,16.450001,1
288,1996-11-18,VEURX,16.48,1
289,1996-11-19,VEURX,16.540001,1
290,1996-11-20,VEURX,16.559998999999998,1
291,1996-11-21,VEURX,16.57,1
292,1996-11-22,VEURX,16.67,1
293,1996-11-25,VEURX,16.66,1
294,1996-11-26,VEURX,16.610001,1
295,1996-11-27,VEURX,16.530001000000002,1
296,1996-11-29,VEURX,16.66,1
297,1996-12-02,VEURX,16.610001,1
298,1996-12-03,VEURX,16.51,1
299,1996-12-04,VEURX,16.379998999999998,1
300,1996-12-05,VEURX,16.42,1
301,1996-12-06,VEURX,16.209999,1
302,1996-12-09,VEURX,16.290001,1
303,1996-12-10,VEURX,16.4,1
304,1996-12-11,VEURX,16.26,1
305,1996-12-12,VEURX,16.26,1
306,1996-12-13,VEURX,16.139999,1
307,1996-12-16,VEURX,16.280001000000002,1
308,1996-12-17,VEURX,16.26,1
309,1996-12-18,VEURX,16.32,1
310,1996-12-19,VEURX,16.35,1
311,1996-12-20,VEURX,16.549999,1
312,1996-12-23,VEURX,16.58,1
313,1996-12-24,VEURX,16.57,1
314,1996-12-26,VEURX,16.59,1
315,1996-12-27,VEURX,16.309998999999998,1
316,1996-12-30,VEURX,16.4,1
317,1996-12-31,VTSMX,17.77,1
318,1997-01-02,VTSMX,17.65,1
319,1997-01-03,VTSMX,17.9,1
320,1997-01-06,VTSMX,17.91,1
321,1997-01-07,VTSMX,18.040001,1
322,1997-01-08,VTSMX,17.959999,1
323,1997-01-09,VTSMX,18.09,1
324,1997-01-10,VTSMX,18.190001000000002,1
325,1997-01-13,VTSMX,18.190001000000002,1
326,1997-01-14,VTSMX,18.389999,1
327,1997-01-15,VTSMX,18.35,1
328,1997-01-16,VTSMX,18.41,1
329,1997-01-17,VTSMX,18.549999,1
330,1997-01-20,VTSMX,18.59,1
331,1997-01-21,VTSMX,18.700001,1
332,1997-01-22,VTSMX,18.780001000000002,1
333,1997-01-23,VTSMX,18.629998999999998,1
334,1997-01-24,VTSMX,18.450001,1
335,1997-01-27,VTSMX,18.32,1
336,1997-01-28,VTSMX,18.33,1
337,1997-01-29,VTSMX,18.459999,1
338,1997-01-30,VTSMX,18.68,1
339,1997-01-31,VTSMX,18.74,1
340,1997-02-03,VTSMX,18.75,1
341,1997-02-04,VTSMX,18.77,1
342,1997-02-05,VTSMX,18.530001000000002,1
343,1997-02-06,VTSMX,18.58,1
344,1997-02-07,VTSMX,18.77,1
345,1997-02-10,VTSMX,18.66,1
346,1997-02-11,VTSMX,18.709999,1
347,1997-02-12,VTSMX,19.0,1
348,1997-02-13,VTSMX,19.200001,1
349,1997-02-14,VTSMX,19.15,1
350,1997-02-18,VTSMX,19.290001,1
351,1997-02-19,VTSMX,19.24,1
352,1997-02-20,VTSMX,19.02,1
353,1997-02-21,VTSMX,18.98,1
354,1997-02-24,VTSMX,19.129998999999998,1
355,1997-02-25,VTSMX,19.190001000000002,1
356,1997-02-26,VTSMX,19.049999,1
357,1997-02-27,VTSMX,18.83,1
358,1997-02-28,VTSMX,18.719998999999998,1
359,1997-03-03,VTSMX,18.809998999999998,1
360,1997-03-04,VTSMX,18.76,1
361,1997-03-05,VTSMX,18.98,1
362,1997-03-06,VTSMX,18.93,1
363,1997-03-07,VTSMX,19.059998999999998,1
364,1997-03-10,VTSMX,19.23,1
365,1997-03-11,VTSMX,19.18,1
366,1997-03-12,VTSMX,19.030001000000002,1
367,1997-03-13,VTSMX,18.73,1
368,1997-03-14,VTSMX,18.799999,1
369,1997-03-17,VTSMX,18.790001,1
370,1997-03-18,VTSMX,18.65,1
371,1997-03-19,VTSMX,18.540001,1
372,1997-03-20,VTSMX,18.5,1
373,1997-03-21,VTSMX,18.530001000000002,1
374,1997-03-24,VTSMX,18.610001,1
375,1997-03-25,VTSMX,18.5,1
376,1997-03-26,VTSMX,18.549999,1
377,1997-03-27,VTSMX,18.200001,1
378,1997-03-31,VEURX,17.35,1
379,1997-04-01,VEURX,16.9,1
380,1997-04-02,VEURX,16.82,1
381,1997-04-03,VEURX,16.700001,1
382,1997-04-04,VEURX,16.73,1
383,1997-04-07,VEURX,16.77,1
384,1997-04-08,VEURX,16.75,1
385,1997-04-09,VEURX,16.84,1
386,1997-04-10,VEURX,16.860001,1
387,1997-04-11,VEURX,16.719998999999998,1
388,1997-04-14,VEURX,16.620001000000002,1
389,1997-04-15,VEURX,16.799999,1
390,1997-04-16,VEURX,16.84,1
391,1997-04-17,VEURX,16.93,1
392,1997-04-18,VEURX,16.959999,1
393,1997-04-21,VEURX,17.07,1
394,1997-04-22,VEURX,17.049999,1
395,1997-04-23,VEURX,17.139999,1
396,1997-04-24,VEURX,17.15,1
397,1997-04-25,VEURX,16.99,1
398,1997-04-28,VEURX,16.99,1
399,1997-04-29,VEURX,17.23,1
400,1997-04-30,VEURX,17.27,1
401,1997-05-01,VEURX,17.370001000000002,1
402,1997-05-02,VEURX,17.389999,1
403,1997-05-05,VEURX,17.51,1
404,1997-05-06,VEURX,17.73,1
405,1997-05-07,VEURX,17.77,1
406,1997-05-08,VEURX,17.82,1
407,1997-05-09,VEURX,18.02,1
408,1997-05-12,VEURX,18.16,1
409,1997-05-13,VEURX,18.299999,1
410,1997-05-14,VEURX,18.379998999999998,1
411,1997-05-15,VEURX,18.4,1
412,1997-05-16,VEURX,18.5,1
413,1997-05-19,VEURX,18.35,1
414,1997-05-20,VEURX,18.34,1
415,1997-05-21,VEURX,18.57,1
416,1997-05-22,VEURX,18.469998999999998,1
417,1997-05-23,VEURX,18.540001,1
418,1997-05-27,VEURX,18.5,1
419,1997-05-28,VEURX,18.389999,1
420,1997-05-29,VEURX,18.370001000000002,1
421,1997-05-30,VEURX,18.059998999999998,1
422,1997-06-02,VEURX,18.030001000000002,1
423,1997-06-03,VEURX,18.120001000000002,1
424,1997-06-04,VEURX,18.129998999999998,1
425,1997-06-05,VEURX,18.23,1
426,1997-06-06,VEURX,18.389999,1
427,1997-06-09,VEURX,18.58,1
428,1997-06-10,VEURX,18.6,1
429,1997-06-11,VEURX,18.639999,1
430,1997-06-12,VEURX,18.77,1
431,1997-06-13,VEURX,18.870001000000002,1
432,1997-06-16,VEURX,18.889999,1
433,1997-06-17,VEURX,18.709999,1
434,1997-06-18,VEURX,18.75,1
435,1997-06-19,VEURX,18.9,1
436,1997-06-20,VEURX,18.91,1
437,1997-06-23,VEURX,18.99,1
438,1997-06-24,VEURX,19.030001000000002,1
439,1997-06-25,VEURX,19.280001000000002,1
440,1997-06-26,VEURX,19.299999,1
441,1997-06-27,VEURX,19.209999,1
442,1997-06-30,VPACX,11.31,1
443,1997-07-01,VPACX,11.14,1
444,1997-07-02,VPACX,11.19,1
445,1997-07-03,VPACX,11.21,1
446,1997-07-07,VPACX,11.06,1
447,1997-07-08,VPACX,11.08,1
448,1997-07-09,VPACX,11.02,1
449,1997-07-10,VPACX,11.02,1
450,1997-07-11,VPACX,11.03,1
451,1997-07-14,VPACX,11.12,1
452,1997-07-15,VPACX,10.98,1
453,1997-07-16,VPACX,11.06,1
454,1997-07-17,VPACX,11.12,1
455,1997-07-18,VPACX,11.06,1
456,1997-07-21,VPACX,11.05,1
457,1997-07-22,VPACX,11.02,1
458,1997-07-23,VPACX,11.03,1
459,1997-07-24,VPACX,11.09,1
460,1997-07-25,VPACX,11.06,1
461,1997-07-28,VPACX,11.06,1
462,1997-07-29,VPACX,11.05,1
463,1997-07-30,VPACX,10.95,1
464,1997-07-31,VPACX,11.01,1
465,1997-08-01,VPACX,10.86,1
466,1997-08-04,VPACX,10.73,1
467,1997-08-05,VPACX,10.58,1
468,1997-08-06,VPACX,10.75,1
469,1997-08-07,VPACX,10.7,1
470,1997-08-08,VPACX,10.93,1
471,1997-08-11,VPACX,10.63,1
472,1997-08-12,VPACX,10.69,1
473,1997-08-13,VPACX,10.75,1
474,1997-08-14,VPACX,10.67,1
475,1997-08-15,VPACX,10.74,1
476,1997-08-18,VPACX,10.6,1
477,1997-08-19,VPACX,10.48,1
478,1997-08-20,VPACX,10.6,1
479,1997-08-21,VPACX,10.61,1
480,1997-08-22,VUSTX,9.93,1
481,1997-08-25,VUSTX,9.92,1
482,1997-08-26,VUSTX,9.93,1
483,1997-08-27,VUSTX,9.94,1
484,1997-08-28,VUSTX,10.02,1
485,1997-08-29,VUSTX,9.98,1
486,1997-09-02,VUSTX,10.02,1
487,1997-09-03,VUSTX,10.0,1
488,1997-09-04,VUSTX,10.0,1
489,1997-09-05,VUSTX,9.96,1
490,1997-09-08,VUSTX,9.99,1
491,1997-09-09,VUSTX,9.98,1
492,1997-09-10,VUSTX,9.95,1
493,1997-09-11,VUSTX,9.93,1
494,1997-09-12,VUSTX,10.01,1
495,1997-09-15,VUSTX,10.03,1
496,1997-09-16,VUSTX,10.19,1
497,1997-09-17,VUSTX,10.21,1
498,1997-09-18,VUSTX,10.2,1
499,1997-09-19,VUSTX,10.22,1
500,1997-09-22,VUSTX,10.25,1
501,1997-09-23,VUSTX,10.21,1
502,1997-09-24,VUSTX,10.27,1
503,1997-09-25,VUSTX,10.19,1
504,1997-09-26,VUSTX,10.23,1
505,1997-09-29,VUSTX,10.21,1
506,1997-09-30,VTSMX,22.68,1
507,1997-10-01,VTSMX,22.83,1
508,1997-10-02,VTSMX,22.969998999999998,1
509,1997-10-03,VTSMX,23.08,1
510,1997-10-06,VTSMX,23.25,1
511,1997-10-07,VTSMX,23.450001,1
512,1997-10-08,VTSMX,23.299999,1
513,1997-10-09,VTSMX,23.26,1
514,1997-10-10,VTSMX,23.200001,1
515,1997-10-13,VTSMX,23.23,1
516,1997-10-14,VTSMX,23.25,1
517,1997-10-15,VTSMX,23.17,1
518,1997-10-16,VTSMX,22.93,1
519,1997-10-17,VTSMX,22.629998999999998,1
520,1997-10-20,VTSMX,22.889999,1
521,1997-10-21,VTSMX,23.27,1
522,1997-10-22,VTSMX,23.209999,1
523,1997-10-23,VTSMX,22.780001000000002,1
524,1997-10-24,VTSMX,22.6,1
525,1997-10-27,VTSMX,21.08,1
526,1997-10-28,VTSMX,21.98,1
527,1997-10-29,VTSMX,22.0,1
528,1997-10-30,VTSMX,21.65,1
529,1997-10-31,VTSMX,21.91,1
530,1997-11-03,VTSMX,22.43,1
531,1997-11-04,VTSMX,22.48,1
532,1997-11-05,VTSMX,22.57,1
533,1997-11-06,VTSMX,22.459999,1
534,1997-11-07,VTSMX,22.17,1
535,1997-11-10,VTSMX,22.059998999999998,1
536,1997-11-11,VTSMX,22.07,1
537,1997-11-12,VTSMX,21.65,1
538,1997-11-13,VTSMX,21.83,1
539,1997-11-14,VTSMX,22.1,1
540,1997-11-17,VTSMX,22.51,1
541,1997-11-18,VTSMX,22.34,1
542,1997-11-19,VTSMX,22.43,1
543,1997-11-20,VTSMX,22.75,1
544,1997-11-21,VTSMX,22.809998999999998,1
545,1997-11-24,VTSMX,22.43,1
546,1997-11-25,VTSMX,22.51,1
547,1997-11-26,VTSMX,22.559998999999998,1
548,1997-11-28,VTSMX,22.639999,1
549,1997-12-01,VTSMX,23.049999,1
550,1997-12-02,VTSMX,22.98,1
551,1997-12-03,VTSMX,23.1,1
552,1997-12-04,VTSMX,23.059998999999998,1
553,1997-12-05,VTSMX,23.290001,1
554,1997-12-08,VTSMX,23.309998999999998,1
555,1997-12-09,VTSMX,23.139999,1
556,1997-12-10,VTSMX,22.959999,1
557,1997-12-11,VTSMX,22.6,1
558,1997-12-12,VTSMX,22.530001000000002,1
559,1997-12-15,VTSMX,22.690001000000002,1
560,1997-12-16,VTSMX,22.83,1
561,1997-12-17,VTSMX,22.799999,1
562,1997-12-18,VTSMX,22.559998999999998,1
563,1997-12-19,VTSMX,22.4,1
564,1997-12-22,VTSMX,22.530001000000002,1
565,1997-12-23,VTSMX,21.889999,1
566,1997-12-24,VTSMX,21.77,1
567,1997-12-26,VTSMX,21.85,1
568,1997-12-29,VTSMX,22.209999,1
569,1997-12-30,VTSMX,22.6,1
570,1997-12-31,VTSMX,22.639999,1
571,1998-01-02,VTSMX,22.709999,1
572,1998-01-05,VTSMX,22.76,1
573,1998-01-06,VTSMX,22.52,1
574,1998-01-07,VTSMX,22.440001000000002,1
575,1998-01-08,VTSMX,22.26,1
576,1998-01-09,VTSMX,21.6,1
577,1998-01-12,VTSMX,21.76,1
578,1998-01-13,VTSMX,22.08,1
579,1998-01-14,VTSMX,22.23,1
580,1998-01-15,VTSMX,22.110001,1
581,1998-01-16,VTSMX,22.35,1
582,1998-01-20,VTSMX,22.719998999999998,1
583,1998-01-21,VTSMX,22.57,1
584,1998-01-22,VTSMX,22.379998999999998,1
585,1998-01-23,VTSMX,22.27,1
586,1998-01-26,VTSMX,22.209999,1
587,1998-01-27,VTSMX,22.43,1
588,1998-01-28,VTSMX,22.66,1
589,1998-01-29,VTSMX,22.83,1
590,1998-01-30,VTSMX,22.74,1
591,1998-02-02,VTSMX,23.18,1
592,1998-02-03,VTSMX,23.309998999999998,1
593,1998-02-04,VTSMX,23.370001000000002,1
594,1998-02-05,VTSMX,23.34,1
595,1998-02-06,VTSMX,23.52,1
596,1998-02-09,VTSMX,23.5,1
597,1998-02-10,VTSMX,23.700001,1
598,1998-02-11,VTSMX,23.74,1
599,1998-02-12,VTSMX,23.82,1
600,1998-02-13,VTSMX,23.77,1
601,1998-02-17,VTSMX,23.809998999999998,1
602,1998-02-18,VTSMX,24.0,1
603,1998-02-19,VTSMX,23.950001,1
604,1998-02-20,VTSMX,24.040001,1
605,1998-02-23,VTSMX,24.15,1
606,1998-02-24,VTSMX,23.98,1
607,1998-02-25,VTSMX,24.26,1
608,1998-02-26,VTSMX,24.4,1
609,1998-02-27,VTSMX,24.41,1
610,1998-03-02,VTSMX,24.389999,1
611,1998-03-03,VTSMX,24.469998999999998,1
612,1998-03-04,VTSMX,24.389999,1
613,1998-03-05,VTSMX,24.120001000000002,1
614,1998-03-06,VTSMX,24.58,1
615,1998-03-09,VTSMX,24.49,1
616,1998-03-10,VTSMX,24.76,1
617,1998-03-11,VTSMX,24.870001000000002,1
618,1998-03-12,VTSMX,24.92,1
619,1998-03-13,VTSMX,24.9,1
620,1998-03-16,VTSMX,25.129998999999998,1
621,1998-03-17,VTSMX,25.15,1
622,1998-03-18,VTSMX,25.27,1
623,1998-03-19,VTSMX,25.370001000000002,1
624,1998-03-20,VTSMX,25.530001000000002,1
625,1998-03-23,VTSMX,25.450001,1
626,1998-03-24,VTSMX,25.67,1
627,1998-03-25,VTSMX,25.610001,1
628,1998-03-26,VTSMX,25.6,1
629,1998-03-27,VTSMX,25.4,1
630,1998-03-30,VTSMX,25.35,1
631,1998-03-31,VEURX,24.17,1
632,1998-04-01,VEURX,24.43,1
633,1998-04-02,VEURX,24.59,1
634,1998-04-03,VEURX,24.719998999999998,1
635,1998-04-06,VEURX,25.07,1
636,1998-04-07,VEURX,24.969998999999998,1
637,1998-04-08,VEURX,24.82,1
638,1998-04-09,VEURX,25.030001000000002,1
639,1998-04-13,VEURX,24.99,1
640,1998-04-14,VEURX,25.360001,1
641,1998-04-15,VEURX,25.41,1
642,1998-04-16,VEURX,25.040001,1
643,1998-04-17,VEURX,24.9,1
644,1998-04-20,VEURX,25.18,1
645,1998-04-21,VEURX,25.23,1
646,1998-04-22,VEURX,25.09,1
647,1998-04-23,VEURX,24.690001000000002,1
648,1998-04-24,VEURX,24.48,1
649,1998-04-27,VEURX,23.879998999999998,1
650,1998-04-28,VEURX,24.200001,1
651,1998-04-29,VEURX,24.209999,1
652,1998-04-30,VEURX,24.629998999999998,1
653,1998-05-01,VEURX,24.950001,1
654,1998-05-04,VEURX,25.42,1
655,1998-05-05,VEURX,25.25,1
656,1998-05-06,VEURX,25.360001,1
657,1998-05-07,VEURX,25.040001,1
658,1998-05-08,VEURX,25.129998999999998,1
659,1998-05-11,VEURX,25.440001000000002,1
660,1998-05-12,VEURX,25.219998999999998,1
