,Unnamed: 0,Close,Date,Ticker,Gain
0,0,11.18,1995-07-31,VEIEX,0.0
1,1,10.91,1995-08-31,VEIEX,0.0
2,2,10.93,1995-09-29,VEIEX,0.0
3,3,10.46,1995-10-31,VEIEX,0.0
4,4,10.5,1995-11-30,VEIEX,0.0
5,5,10.74,1995-12-29,VEIEX,-0.0393559928443649
6,6,11.85,1996-01-31,VEIEX,0.08615948670944083
7,7,11.66,1996-02-29,VEIEX,0.06678865507776766
8,8,11.83,1996-03-29,VEIEX,0.1309751434034416
9,9,12.15,1996-04-30,VEIEX,0.15714285714285717
10,10,12.33,1996-05-31,VEIEX,0.14804469273743015
11,11,12.33,1996-06-28,VEIEX,0.040506329113924086
12,12,11.5,1996-07-31,VEIEX,-0.013722126929674111
13,13,11.86,1996-08-30,VEIEX,0.0025359256128486356
14,14,12.13,1996-09-30,VEIEX,-0.0016460905349793887
15,15,11.95,1996-10-31,VEIEX,-0.030819140308191467
16,16,12.37,1996-11-29,VEIEX,0.003244120032441131
17,17,12.28,1996-12-31,VEIEX,0.06782608695652169
18,18,12.91,1997-01-31,VEIEX,0.08853288364249585
19,19,13.3,1997-02-28,VEIEX,0.0964550700741962
20,20,12.88,1997-03-31,VEIEX,0.0778242677824269
21,21,12.67,1997-04-30,VEIEX,0.024252223120452766
22,22,13.24,1997-05-30,VEIEX,0.07817589576547239
23,23,13.76,1997-06-30,VEIEX,0.06584043377226953
24,24,13.97,1997-07-31,VEIEX,0.05037593984962405
25,25,11.86,1997-08-29,VEIEX,-0.07919254658385103
26,26,12.48,1997-09-30,VEIEX,-0.01499605367008678
27,27,10.22,1997-10-31,VEIEX,-0.22809667673716008
28,28,10.08,1997-11-28,VEIEX,-0.26744186046511625
29,29,9.99,1997-12-31,VEIEX,-0.2848962061560487
30,30,9.18,1998-01-30,VEIEX,-0.2259696458684654
31,31,10.27,1998-02-27,VEIEX,-0.1770833333333334
32,32,10.64,1998-03-31,VEIEX,0.041095890410958895
33,33,10.53,1998-04-30,VEIEX,0.044642857142857074
34,34,9.21,1998-05-29,VEIEX,-0.07807807807807801
35,35,8.35,1998-06-30,VEIEX,-0.09041394335511983
36,36,8.5,1998-07-31,VEIEX,-0.17234664070107106
37,37,6.28,1998-08-31,VEIEX,-0.40977443609022557
38,38,6.87,1998-09-30,VEIEX,-0.34757834757834755
39,39,7.93,1998-10-30,VEIEX,-0.13897937024972867
