,Unnamed: 0,Close,Date,Ticker,Gain
0,0,11.18,1995-07-31,VEIEX,0.0
1,1,10.91,1995-08-31,VEIEX,0.0
2,2,10.93,1995-09-29,VEIEX,0.0
3,3,10.46,1995-10-31,VEIEX,-0.06440071556350616
4,4,10.5,1995-11-30,VEIEX,-0.037580201649862525
5,5,10.74,1995-12-29,VEIEX,-0.017383348581884676
6,6,11.85,1996-01-31,VEIEX,0.1328871892925429
7,7,11.66,1996-02-29,VEIEX,0.11047619047619049
8,8,11.83,1996-03-29,VEIEX,0.10148975791433891
9,9,12.15,1996-04-30,VEIEX,0.025316455696202594
10,10,12.33,1996-05-31,VEIEX,0.05746140651801029
11,11,12.33,1996-06-28,VEIEX,0.042265426880811495
12,12,11.5,1996-07-31,VEIEX,-0.0534979423868313
13,13,11.86,1996-08-30,VEIEX,-0.03811841038118415
14,14,12.13,1996-09-30,VEIEX,-0.016220600162205945
15,15,11.95,1996-10-31,VEIEX,0.039130434782608636
16,16,12.37,1996-11-29,VEIEX,0.04300168634064079
17,17,12.28,1996-12-31,VEIEX,0.012366034624896832
18,18,12.91,1997-01-31,VEIEX,0.08033472803347289
19,19,13.3,1997-02-28,VEIEX,0.07518189167340351
20,20,12.88,1997-03-31,VEIEX,0.048859934853420314
21,21,12.67,1997-04-30,VEIEX,-0.01859024012393495
22,22,13.24,1997-05-30,VEIEX,-0.004511278195488759
23,23,13.76,1997-06-30,VEIEX,0.06832298136645955
24,24,13.97,1997-07-31,VEIEX,0.10260457774269935
25,25,11.86,1997-08-29,VEIEX,-0.10422960725075535
26,26,12.48,1997-09-30,VEIEX,-0.09302325581395345
27,27,10.22,1997-10-31,VEIEX,-0.26843235504652824
28,28,10.08,1997-11-28,VEIEX,-0.15008431703204042
29,29,9.99,1997-12-31,VEIEX,-0.19951923076923078
30,30,9.18,1998-01-30,VEIEX,-0.10176125244618403
31,31,10.27,1998-02-27,VEIEX,0.0188492063492063
32,32,10.64,1998-03-31,VEIEX,0.0650650650650651
33,33,10.53,1998-04-30,VEIEX,0.14705882352941174
34,34,9.21,1998-05-29,VEIEX,-0.10321324245374866
35,35,8.35,1998-06-30,VEIEX,-0.21522556390977451
36,36,8.5,1998-07-31,VEIEX,-0.1927825261158594
37,37,6.28,1998-08-31,VEIEX,-0.3181324647122693
38,38,6.87,1998-09-30,VEIEX,-0.1772455089820359
39,39,7.93,1998-10-30,VEIEX,-0.0670588235294118
