,Unnamed: 0,Close,Date,Ticker,Gain
0,0,11.18,1995-07-31,VEIEX,0.0
1,1,10.91,1995-08-31,VEIEX,0.0
2,2,10.93,1995-09-29,VEIEX,0.0
3,3,10.46,1995-10-31,VEIEX,0.0
4,4,10.5,1995-11-30,VEIEX,0.0
5,5,10.74,1995-12-29,VEIEX,0.0
6,6,11.85,1996-01-31,VEIEX,0.0
7,7,11.66,1996-02-29,VEIEX,0.04293381037567088
8,8,11.83,1996-03-29,VEIEX,0.0843263061411549
9,9,12.15,1996-04-30,VEIEX,0.11161939615736512
10,10,12.33,1996-05-31,VEIEX,0.17877629063097505
11,11,12.33,1996-06-28,VEIEX,0.1742857142857143
12,12,11.5,1996-07-31,VEIEX,0.07076350093109868
13,13,11.86,1996-08-30,VEIEX,0.0008438818565400664
14,14,12.13,1996-09-30,VEIEX,0.040308747855917725
15,15,11.95,1996-10-31,VEIEX,0.010143702451394693
16,16,12.37,1996-11-29,VEIEX,0.018106995884773568
17,17,12.28,1996-12-31,VEIEX,-0.004055150040551558
18,18,12.91,1997-01-31,VEIEX,0.04703974047039741
19,19,13.3,1997-02-28,VEIEX,0.15652173913043485
20,20,12.88,1997-03-31,VEIEX,0.08600337268128173
21,21,12.67,1997-04-30,VEIEX,0.04451772464962894
22,22,13.24,1997-05-30,VEIEX,0.10794979079497917
23,23,13.76,1997-06-30,VEIEX,0.11236863379143093
24,24,13.97,1997-07-31,VEIEX,0.13762214983713367
25,25,11.86,1997-08-29,VEIEX,-0.0813323005422154
26,26,12.48,1997-09-30,VEIEX,-0.061654135338345885
27,27,10.22,1997-10-31,VEIEX,-0.20652173913043478
28,28,10.08,1997-11-28,VEIEX,-0.2044198895027624
29,29,9.99,1997-12-31,VEIEX,-0.24546827794561932
30,30,9.18,1998-01-30,VEIEX,-0.33284883720930236
31,31,10.27,1998-02-27,VEIEX,-0.2648532569792413
32,32,10.64,1998-03-31,VEIEX,-0.10286677908937596
33,33,10.53,1998-04-30,VEIEX,-0.15625000000000008
34,34,9.21,1998-05-29,VEIEX,-0.098825831702544
35,35,8.35,1998-06-30,VEIEX,-0.17162698412698416
36,36,8.5,1998-07-31,VEIEX,-0.14914914914914917
37,37,6.28,1998-08-31,VEIEX,-0.31590413943355117
38,38,6.87,1998-09-30,VEIEX,-0.3310613437195715
39,39,7.93,1998-10-30,VEIEX,-0.2546992481203008
40,40,8.43,1998-11-30,VEIEX,-0.1994301994301994
