,Unnamed: 0,Close,Date,Ticker,Gain
0,0,11.18,1995-07-31,VEIEX,0.0
1,1,10.91,1995-08-31,VEIEX,0.0
2,2,10.93,1995-09-29,VEIEX,0.0
3,3,10.46,1995-10-31,VEIEX,0.0
4,4,10.5,1995-11-30,VEIEX,0.0
5,5,10.74,1995-12-29,VEIEX,0.0
6,6,11.85,1996-01-31,VEIEX,0.0
7,7,11.66,1996-02-29,VEIEX,0.0
8,8,11.83,1996-03-29,VEIEX,0.058139534883720964
9,9,12.15,1996-04-30,VEIEX,0.11365719523373054
10,10,12.33,1996-05-31,VEIEX,0.12808783165599272
11,11,12.33,1996-06-28,VEIEX,0.17877629063097505
12,12,11.5,1996-07-31,VEIEX,0.09523809523809523
13,13,11.86,1996-08-30,VEIEX,0.10428305400372433
14,14,12.13,1996-09-30,VEIEX,0.02362869198312246
15,15,11.95,1996-10-31,VEIEX,0.024871355060034232
16,16,12.37,1996-11-29,VEIEX,0.04564666103127634
17,17,12.28,1996-12-31,VEIEX,0.010699588477366172
18,18,12.91,1997-01-31,VEIEX,0.04703974047039741
19,19,13.3,1997-02-28,VEIEX,0.07866991078669916
20,20,12.88,1997-03-31,VEIEX,0.12000000000000006
21,21,12.67,1997-04-30,VEIEX,0.06829679595278251
22,22,13.24,1997-05-30,VEIEX,0.09150865622423737
23,23,13.76,1997-06-30,VEIEX,0.15146443514644356
24,24,13.97,1997-07-31,VEIEX,0.1293451899757479
25,25,11.86,1997-08-29,VEIEX,-0.03420195439739413
26,26,12.48,1997-09-30,VEIEX,-0.0333075135553834
27,27,10.22,1997-10-31,VEIEX,-0.23157894736842105
28,28,10.08,1997-11-28,VEIEX,-0.21739130434782614
29,29,9.99,1997-12-31,VEIEX,-0.21152328334648773
30,30,9.18,1998-01-30,VEIEX,-0.30664652567975836
31,31,10.27,1998-02-27,VEIEX,-0.25363372093023256
32,32,10.64,1998-03-31,VEIEX,-0.2383679312813171
33,33,10.53,1998-04-30,VEIEX,-0.11214165261382801
34,34,9.21,1998-05-29,VEIEX,-0.2620192307692307
35,35,8.35,1998-06-30,VEIEX,-0.18297455968688853
36,36,8.5,1998-07-31,VEIEX,-0.15674603174603174
37,37,6.28,1998-08-31,VEIEX,-0.3713713713713714
38,38,6.87,1998-09-30,VEIEX,-0.2516339869281045
39,39,7.93,1998-10-30,VEIEX,-0.22784810126582278
40,40,8.43,1998-11-30,VEIEX,-0.2077067669172933
