,Unnamed: 0,Close,Date,Ticker,Gain
0,0,11.18,1995-07-31,VEIEX,0.0
1,1,10.91,1995-08-31,VEIEX,0.0
2,2,10.93,1995-09-29,VEIEX,0.0
3,3,10.46,1995-10-31,VEIEX,0.0
4,4,10.5,1995-11-30,VEIEX,0.0
5,5,10.74,1995-12-29,VEIEX,0.0
6,6,11.85,1996-01-31,VEIEX,0.0
7,7,11.66,1996-02-29,VEIEX,0.0
8,8,11.83,1996-03-29,VEIEX,0.0
9,9,12.15,1996-04-30,VEIEX,0.0
10,10,12.33,1996-05-31,VEIEX,0.0
11,11,12.33,1996-06-28,VEIEX,0.0
12,12,11.5,1996-07-31,VEIEX,0.02862254025044725
13,13,11.86,1996-08-30,VEIEX,0.0870760769935838
14,14,12.13,1996-09-30,VEIEX,0.10978956999085097
15,15,11.95,1996-10-31,VEIEX,0.14244741873804956
16,16,12.37,1996-11-29,VEIEX,0.17809523809523803
17,17,12.28,1996-12-31,VEIEX,0.14338919925512095
18,18,12.91,1997-01-31,VEIEX,0.089451476793249
19,19,13.3,1997-02-28,VEIEX,0.14065180102915956
20,20,12.88,1997-03-31,VEIEX,0.0887573964497042
21,21,12.67,1997-04-30,VEIEX,0.04279835390946499
22,22,13.24,1997-05-30,VEIEX,0.07380373073803732
23,23,13.76,1997-06-30,VEIEX,0.11597729115977289
24,24,13.97,1997-07-31,VEIEX,0.21478260869565222
25,25,11.86,1997-08-29,VEIEX,0.0
26,26,12.48,1997-09-30,VEIEX,0.028854080791426186
27,27,10.22,1997-10-31,VEIEX,-0.14476987447698733
28,28,10.08,1997-11-28,VEIEX,-0.18512530315278894
29,29,9.99,1997-12-31,VEIEX,-0.1864820846905537
30,30,9.18,1998-01-30,VEIEX,-0.2889233152594888
31,31,10.27,1998-02-27,VEIEX,-0.22781954887218053
32,32,10.64,1998-03-31,VEIEX,-0.17391304347826086
33,33,10.53,1998-04-30,VEIEX,-0.1689029202841358
34,34,9.21,1998-05-29,VEIEX,-0.3043806646525679
35,35,8.35,1998-06-30,VEIEX,-0.3931686046511628
36,36,8.5,1998-07-31,VEIEX,-0.3915533285612026
37,37,6.28,1998-08-31,VEIEX,-0.4704890387858347
38,38,6.87,1998-09-30,VEIEX,-0.4495192307692308
39,39,7.93,1998-10-30,VEIEX,-0.22407045009784743
40,40,8.43,1998-11-30,VEIEX,-0.16369047619047622
41,41,7.91,1998-12-31,VEIEX,-0.2082082082082082
