,Unnamed: 0,Close,Date,Ticker,Gain
0,0,11.18,1995-07-31,VEIEX,0.0
1,1,10.91,1995-08-31,VEIEX,0.0
2,2,10.93,1995-09-29,VEIEX,0.0
3,3,10.46,1995-10-31,VEIEX,0.0
4,4,10.5,1995-11-30,VEIEX,-0.06082289803220033
5,5,10.74,1995-12-29,VEIEX,-0.01558203483043079
6,6,11.85,1996-01-31,VEIEX,0.08417200365965233
7,7,11.66,1996-02-29,VEIEX,0.11472275334608023
8,8,11.83,1996-03-29,VEIEX,0.12666666666666668
9,9,12.15,1996-04-30,VEIEX,0.13128491620111732
10,10,12.33,1996-05-31,VEIEX,0.040506329113924086
11,11,12.33,1996-06-28,VEIEX,0.05746140651801029
12,12,11.5,1996-07-31,VEIEX,-0.02789518174133559
13,13,11.86,1996-08-30,VEIEX,-0.02386831275720172
14,14,12.13,1996-09-30,VEIEX,-0.016220600162205945
15,15,11.95,1996-10-31,VEIEX,-0.030819140308191467
16,16,12.37,1996-11-29,VEIEX,0.07565217391304341
17,17,12.28,1996-12-31,VEIEX,0.03541315345699831
18,18,12.91,1997-01-31,VEIEX,0.06430338004946408
19,19,13.3,1997-02-28,VEIEX,0.11297071129707126
20,20,12.88,1997-03-31,VEIEX,0.04122877930476973
21,21,12.67,1997-04-30,VEIEX,0.031758957654723176
22,22,13.24,1997-05-30,VEIEX,0.02556158017041054
23,23,13.76,1997-06-30,VEIEX,0.034586466165413464
24,24,13.97,1997-07-31,VEIEX,0.08462732919254656
25,25,11.86,1997-08-29,VEIEX,-0.06393054459352805
26,26,12.48,1997-09-30,VEIEX,-0.05740181268882173
27,27,10.22,1997-10-31,VEIEX,-0.2572674418604651
28,28,10.08,1997-11-28,VEIEX,-0.27845382963493204
29,29,9.99,1997-12-31,VEIEX,-0.15767284991568292
30,30,9.18,1998-01-30,VEIEX,-0.264423076923077
31,31,10.27,1998-02-27,VEIEX,0.004892367906066432
32,32,10.64,1998-03-31,VEIEX,0.0555555555555556
33,33,10.53,1998-04-30,VEIEX,0.05405405405405397
34,34,9.21,1998-05-29,VEIEX,0.0032679738562092745
35,35,8.35,1998-06-30,VEIEX,-0.186952288218111
36,36,8.5,1998-07-31,VEIEX,-0.2011278195488722
37,37,6.28,1998-08-31,VEIEX,-0.4036087369420702
38,38,6.87,1998-09-30,VEIEX,-0.2540716612377851
39,39,7.93,1998-10-30,VEIEX,-0.05029940119760479
