,Unnamed: 0,Close,Date,Ticker,Gain
0,0,11.18,1995-07-31,VEIEX,0.0
1,1,10.91,1995-08-31,VEIEX,0.0
2,2,10.93,1995-09-29,VEIEX,-0.022361359570661897
3,3,10.46,1995-10-31,VEIEX,-0.0412465627864344
4,4,10.5,1995-11-30,VEIEX,-0.03934126258005487
5,5,10.74,1995-12-29,VEIEX,0.026768642447418674
6,6,11.85,1996-01-31,VEIEX,0.12857142857142853
7,7,11.66,1996-02-29,VEIEX,0.08566108007448789
8,8,11.83,1996-03-29,VEIEX,-0.0016877637130801328
9,9,12.15,1996-04-30,VEIEX,0.04202401372212695
10,10,12.33,1996-05-31,VEIEX,0.042265426880811495
11,11,12.33,1996-06-28,VEIEX,0.014814814814814791
12,12,11.5,1996-07-31,VEIEX,-0.06731549067315491
13,13,11.86,1996-08-30,VEIEX,-0.03811841038118415
14,14,12.13,1996-09-30,VEIEX,0.05478260869565224
15,15,11.95,1996-10-31,VEIEX,0.007588532883642484
16,16,12.37,1996-11-29,VEIEX,0.01978565539983499
17,17,12.28,1996-12-31,VEIEX,0.027615062761506284
18,18,12.91,1997-01-31,VEIEX,0.04365400161681495
19,19,13.3,1997-02-28,VEIEX,0.08306188925081445
20,20,12.88,1997-03-31,VEIEX,-0.002323780015491817
21,21,12.67,1997-04-30,VEIEX,-0.047368421052631636
22,22,13.24,1997-05-30,VEIEX,0.027950310559006167
23,23,13.76,1997-06-30,VEIEX,0.08602999210734016
24,24,13.97,1997-07-31,VEIEX,0.055135951661631454
25,25,11.86,1997-08-29,VEIEX,-0.13808139534883723
26,26,12.48,1997-09-30,VEIEX,-0.10665712240515392
27,27,10.22,1997-10-31,VEIEX,-0.13827993254637427
28,28,10.08,1997-11-28,VEIEX,-0.19230769230769232
29,29,9.99,1997-12-31,VEIEX,-0.022504892367906107
30,30,9.18,1998-01-30,VEIEX,-0.08928571428571432
31,31,10.27,1998-02-27,VEIEX,0.028028028028027962
32,32,10.64,1998-03-31,VEIEX,0.1590413943355121
33,33,10.53,1998-04-30,VEIEX,0.02531645569620251
34,34,9.21,1998-05-29,VEIEX,-0.13439849624060146
35,35,8.35,1998-06-30,VEIEX,-0.20702754036087367
36,36,8.5,1998-07-31,VEIEX,-0.0770901194353964
37,37,6.28,1998-08-31,VEIEX,-0.2479041916167664
38,38,6.87,1998-09-30,VEIEX,-0.19176470588235292
39,39,7.93,1998-10-30,VEIEX,0.2627388535031846
